CandidateValue,BaseName,BaseValue,N_multiple,Approx_N_times_Base,AbsError,RelError,Ratio,Ratio_p,Ratio_q,RatioApprox
0.3842932121655978,PhiSquared,2.618033988750235,1,2.618033988750235,2.233740776584637,5.81259492978524,0.1467869454013647,5,34,0.14705882352941177
0.3842932121655978,Pi,3.141592653589793,1,3.141592653589793,2.757299441424195,7.1749886652591535,0.12232432862563476,6,49,0.12244897959183673
0.3842932121655978,Euler_e,2.718281828459045,1,2.718281828459045,2.333988616293447,6.073457824406474,0.14137357213745866,9,64,0.140625
0.3842932121655978,Sqrt2,1.4142135623730951,1,1.4142135623730951,1.0299203502074974,2.68003783986611,0.2717363362862548,16,59,0.2711864406779661
0.3842932121655978,Sqrt3,1.7320508075688772,1,1.7320508075688772,1.3477575954032794,3.5071074709029992,0.22187178949155387,2,9,0.2222222222222222
0.3842932121655978,OneHalf,0.5,1,0.5,0.11570678783440219,0.30108985579621006,0.7685864243311956,10,13,0.7692307692307693
0.3842932121655978,One,1.0,1,1.0,0.6157067878344022,1.6021797115924201,0.3842932121655978,5,13,0.38461538461538464
0.3842932121655978,ThreeHalves,1.5,1,1.5,1.1157067878344022,2.90326956738863,0.2561954747770652,10,39,0.2564102564102564
0.3842932121655978,Two,2.0,1,2.0,1.6157067878344022,4.20435942318484,0.1921466060827989,5,26,0.19230769230769232
0.3842932121655978,Three,3.0,1,3.0,2.615706787834402,6.8065391347772595,0.1280977373885326,5,39,0.1282051282051282
0.5661501669645915,GoldenRatio_phi,1.61803398875,1,1.61803398875,1.0518838217854083,1.8579590419006196,0.3499000459205227,7,20,0.35
0.5661501669645915,PhiSquared,2.618033988750235,1,2.618033988750235,2.0518838217856437,3.6242748682505885,0.21625012104401797,8,37,0.21621621621621623
0.5661501669645915,Pi,3.141592653589793,1,3.141592653589793,2.5754424866252017,4.549044823979141,0.1802111952094332,11,61,0.18032786885245902
0.5661501669645915,Euler_e,2.718281828459045,1,2.718281828459045,2.1521316614944537,3.8013442140856126,0.2082750070420527,5,24,0.20833333333333334
0.5661501669645915,Sqrt2,1.4142135623730951,1,1.4142135623730951,0.8480633954085036,1.497947797057779,0.40032862223055876,2,5,0.4
0.5661501669645915,Sqrt3,1.7320508075688772,1,1.7320508075688772,1.1659006406042858,2.0593487534504327,0.32686695129875853,17,52,0.3269230769230769
0.5661501669645915,OneHalf,0.5,1,0.5,0.06615016696459153,0.1168420868252234,1.132300333929183,60,53,1.1320754716981132
0.5661501669645915,One,1.0,1,1.0,0.43384983303540847,0.7663158263495532,0.5661501669645915,30,53,0.5660377358490566
0.5661501669645915,ThreeHalves,1.5,1,1.5,0.9338498330354085,1.6494737395243297,0.377433444643061,20,53,0.37735849056603776
0.5661501669645915,Two,2.0,1,2.0,1.4338498330354086,2.5326316526991066,0.28307508348229576,15,53,0.2830188679245283
0.5661501669645915,Three,3.0,1,3.0,2.4338498330354086,4.2989474790486595,0.1887167223215305,10,53,0.18867924528301888
0.5707319948838827,GoldenRatio_phi,1.61803398875,1,1.61803398875,1.0473019938661172,1.8350153894547199,0.3527317713052477,6,17,0.35294117647058826
0.5707319948838827,PhiSquared,2.618033988750235,1,2.618033988750235,2.0473019938663524,3.5871512587670553,0.21800022357858376,12,55,0.21818181818181817
0.5707319948838827,Pi,3.141592653589793,1,3.141592653589793,2.5708606587059104,4.504497175121504,0.1816696363329365,2,11,0.18181818181818182
