CandidateValue,BaseName,BaseValue,N_multiple,Approx_N_times_Base,AbsError,RelError,Ratio,Ratio_p,Ratio_q,RatioApprox
0.5707319948838827,Euler_e,2.718281828459045,1,2.718281828459045,2.1475498335751624,3.762799094541893,0.20996056733654525,13,62,0.20967741935483872
0.5707319948838827,Sqrt2,1.4142135623730951,1,1.4142135623730951,0.8434815674892124,1.4778943095012949,0.4035684638225194,23,57,0.40350877192982454
0.5707319948838827,Sqrt3,1.7320508075688772,1,1.7320508075688772,1.1613188126849945,2.0347883474121136,0.32951227088134183,21,64,0.328125
0.5707319948838827,OneHalf,0.5,1,0.5,0.07073199488388271,0.12393206534403835,1.1414639897677654,73,64,1.140625
0.5707319948838827,One,1.0,1,1.0,0.4292680051161173,0.7521358693119233,0.5707319948838827,4,7,0.5714285714285714
0.5707319948838827,ThreeHalves,1.5,1,1.5,0.9292680051161173,1.628203803967885,0.38048799658925514,8,21,0.38095238095238093
0.5707319948838827,Two,2.0,1,2.0,1.4292680051161173,2.5042717386238467,0.28536599744194135,2,7,0.2857142857142857
0.5707319948838827,Three,3.0,1,3.0,2.4292680051161173,4.2564076079357696,0.19024399829462757,4,21,0.19047619047619047
0.6688169764944754,GoldenRatio_phi,1.61803398875,1,1.61803398875,0.9492170122555246,1.419247784694002,0.4133516237264984,19,46,0.41304347826086957
0.6688169764944754,PhiSquared,2.618033988750235,1,2.618033988750235,1.9492170122557597,2.9144251428430374,0.2554653527679169,12,47,0.2553191489361702
0.6688169764944754,Pi,3.141592653589793,1,3.141592653589793,2.472775677095318,3.6972382041737,0.21289105566574346,10,47,0.2127659574468085
0.6688169764944754,Euler_e,2.718281828459045,1,2.718281828459045,2.0494648519645695,3.0643134429789685,0.2460440155587613,15,61,0.2459016393442623
0.6688169764944754,Sqrt2,1.4142135623730951,1,1.4142135623730951,0.7453965858786198,1.1145000980470432,0.4729250194519273,26,55,0.4727272727272727
0.6688169764944754,Sqrt3,1.7320508075688772,1,1.7320508075688772,1.0632338310744018,1.5897231506401281,0.386141661417677,22,57,0.38596491228070173
0.6688169764944754,OneHalf,0.5,1,0.5,0.16881697649447536,0.2524113209256581,1.3376339529889507,83,62,1.3387096774193548
0.6688169764944754,One,1.0,1,1.0,0.33118302350552464,0.4951773581486838,0.6688169764944754,2,3,0.6666666666666666
0.6688169764944754,ThreeHalves,1.5,1,1.5,0.8311830235055246,1.2427660372230256,0.44587798432965026,25,56,0.44642857142857145
0.6688169764944754,Two,2.0,1,2.0,1.3311830235055246,1.9903547162973676,0.3344084882472377,1,3,0.3333333333333333
0.6688169764944754,Three,3.0,1,3.0,2.331183023505525,3.4855320744460516,0.22293899216482513,2,9,0.2222222222222222
9.55453485136968,GoldenRatio_phi,1.61803398875,6,9.7082039325,0.15366908113031919,0.016083366016325755,5.905027284841504,124,21,5.904761904761905
9.55453485136968,PhiSquared,2.618033988750235,4,10.47213595500094,0.9176011036312595,0.09603828107861448,3.649507566527319,208,57,3.6491228070175437
9.55453485136968,Pi,3.141592653589793,3,9.42477796076938,0.1297568906003015,0.013580660138750797,3.0413029010785446,73,24,3.0416666666666665
9.55453485136968,Euler_e,2.718281828459045,4,10.87312731383618,1.3185924624664995,0.1380069760567647,3.514916941774948,116,33,3.515151515151515
9.55453485136968,Sqrt2,1.4142135623730951,7,9.899494936611665,0.3449600852419845,0.03610433062500506,6.756076384486703,277,41,6.7560975609756095
9.55453485136968,Sqrt3,1.7320508075688772,6,10.392304845413264,0.8377699940435832,0.0876829701367917,5.516313268419947,171,31,5.516129032258065
9.55453485136968,OneHalf,0.5,19,9.5,0.05453485136968084,0.0057077452977067795,19.10906970273936,1051,55,19.10909090909091
9.55453485136968,One,1.0,10,10.0,0.44546514863031916,0.04662342600241392,9.55453485136968,535,56,9.553571428571429
9.55453485136968,ThreeHalves,1.5,6,9.0,0.5545348513696808,0.05803891659782748,6.36968990091312,293,46,6.369565217391305
9.55453485136968,Two,2.0,5,10.0,0.44546514863031916,0.04662342600241392,4.77726742568484,43,9,4.777777777777778
9.55453485136968,Three,3.0,3,9.0,0.5545348513696808,0.05803891659782748,3.18484495045656,86,27,3.185185185185185
53.09549307709891,GoldenRatio_phi,1.61803398875,20,32.360679775,20.734813302098907,0.39051927198397607,32.814819371079736,886,27,32.81481481481482
53.09549307709891,PhiSquared,2.618033988750235,20,52.3606797750047,0.73481330209421,0.013839466581979045,20.280673706014404,1156,57,20.280701754385966
53.09549307709891,Pi,3.141592653589793,17,53.40707511102649,0.31158203392757855,0.005868332995328558,16.9008203582436,1031,61,16.901639344262296
53.09549307709891,Euler_e,2.718281828459045,20,54.3656365691809,1.270143492081992,0.02392187017149727,19.53274032192533,1211,62,19.532258064516128
53.09549307709891,Sqrt2,1.4142135623730951,20,28.284271247461902,24.811221829637006,0.4672943105285627,37.544183205260026,2140,57,37.54385964912281
53.09549307709891,Sqrt3,1.7320508075688772,20,34.64101615137754,18.454476925721366,0.3475714388587368,30.654697220818967,1686,55,30.654545454545456
53.09549307709891,OneHalf,0.5,20,10.0,43.09549307709891,0.8116600972990458,106.19098615419782,4991,47,106.19148936170212
53.09549307709891,One,1.0,20,20.0,33.09549307709891,0.6233201945980914,53.09549307709891,1115,21,53.095238095238095
53.09549307709891,ThreeHalves,1.5,20,30.0,23.095493077098908,0.43498029189713716,35.396995384732605,2230,63,35.3968253968254
53.09549307709891,Two,2.0,20,40.0,13.095493077098908,0.24664038919618286,26.547746538549454,1115,42,26.547619047619047
53.09549307709891,Three,3.0,18,54.0,0.904506922901092,0.017035474585153122,17.698497692366303,1115,63,17.6984126984127
65.70145879580446,GoldenRatio_phi,1.61803398875,20,32.360679775,33.340779020804455,0.5074587327569889,40.60573464625526,1340,33,40.60606060606061
65.70145879580446,PhiSquared,2.618033988750235,20,52.3606797750047,13.340779020799758,0.2030514887388112,25.095724149543305,1305,52,25.096153846153847
65.70145879580446,Pi,3.141592653589793,20,62.83185307179586,2.8696057240085935,0.043676438493201915,20.91342387140153,1213,58,20.913793103448278
65.70145879580446,Euler_e,2.718281828459045,20,54.3656365691809,11.335822226623556,0.17253532013428347,24.17021594594909,1136,47,24.170212765957448
65.70145879580446,Sqrt2,1.4142135623730951,20,28.284271247461902,37.417187548342554,0.569503147024978,46.457947048361866,2741,59,46.45762711864407
65.70145879580446,Sqrt3,1.7320508075688772,20,34.64101615137754,31.060442644426914,0.47275118716862286,37.93275492190881,2238,59,37.932203389830505
65.70145879580446,OneHalf,0.5,20,10.0,55.701458795804456,0.8477963779909469,131.4029175916089,8147,62,131.40322580645162
65.70145879580446,One,1.0,20,20.0,45.701458795804456,0.6955927559818937,65.70145879580446,3745,57,65.70175438596492
65.70145879580446,ThreeHalves,1.5,20,30.0,35.701458795804456,0.5433891339728406,43.800972530536306,219,5,43.8
65.70145879580446,Two,2.0,20,40.0,25.701458795804456,0.3911855119637875,32.85072939790223,1544,47,32.851063829787236
65.70145879580446,Three,3.0,20,60.0,5.701458795804456,0.08677826794568126,21.900486265268153,219,10,21.9
69.5851805812399,GoldenRatio_phi,1.61803398875,20,32.360679775,37.224500806239895,0.5349486844081797,43.006006712502625,43,1,43.0
69.5851805812399,PhiSquared,2.618033988750235,20,52.3606797750047,17.2245008062352,0.24753116485953203,26.579173868731022,505,19,26.57894736842105
69.5851805812399,Pi,3.141592653589793,20,62.83185307179586,6.753327509444034,0.09705123207317976,22.149650910892994,443,20,22.15
69.5851805812399,Euler_e,2.718281828459045,20,54.3656365691809,15.219544012058996,0.21871817943032215,25.598957346040436,128,5,25.6
69.5851805812399,Sqrt2,1.4142135623730951,20,28.284271247461902,41.300909333777994,0.5935302457907637,49.20415305908519,2411,49,49.204081632653065
69.5851805812399,Sqrt3,1.7320508075688772,20,34.64101615137754,34.944164429862354,0.5021782531564382,40.17502274018758,1607,40,40.175
69.5851805812399,OneHalf,0.5,20,10.0,59.5851805812399,0.8562912402257099,139.1703611624798,6541,47,139.17021276595744
69.5851805812399,One,1.0,20,20.0,49.5851805812399,0.7125824804514198,69.5851805812399,2853,41,69.58536585365853
69.5851805812399,ThreeHalves,1.5,20,30.0,39.5851805812399,0.5688737206771297,46.39012038749326,1902,41,46.390243902439025
69.5851805812399,Two,2.0,20,40.0,29.585180581239896,0.4251649609028396,34.79259029061995,1844,53,34.79245283018868
69.5851805812399,Three,3.0,20,60.0,9.585180581239896,0.13774744135425945,23.19506019374663,951,41,23.195121951219512
69.69224118663647,GoldenRatio_phi,1.61803398875,20,32.360679775,37.331561411636464,0.5356630921319089,43.07217380549384,2369,55,43.07272727272727
69.69224118663647,PhiSquared,2.618033988750235,20,52.3606797750047,17.331561411631768,0.24868710083835138,26.620067381136366,1331,50,26.62
69.69224118663647,Pi,3.141592653589793,20,62.83185307179586,6.860388114840603,0.098438333995723,22.183729360011544,1087,49,22.183673469387756
69.69224118663647,Euler_e,2.718281828459045,20,54.3656365691809,15.326604617455565,0.2199183776628847,25.6383427417252,1205,47,25.638297872340427
69.69224118663647,Sqrt2,1.4142135623730951,20,28.284271247461902,41.40796993917456,0.594154661037283,49.279856339159046,1232,25,49.28
69.69224118663647,Sqrt3,1.7320508075688772,20,34.64101615137754,35.05122503525892,0.5029430025272313,40.23683420953289,1529,38,40.23684210526316
69.69224118663647,OneHalf,0.5,20,10.0,59.692241186636465,0.8565120043532549,139.38448237327293,1812,13,139.3846153846154
69.69224118663647,One,1.0,20,20.0,49.692241186636465,0.7130240087065098,69.69224118663647,906,13,69.6923076923077
69.69224118663647,ThreeHalves,1.5,20,30.0,39.692241186636465,0.5695360130597649,46.46149412442431,604,13,46.46153846153846
69.69224118663647,Two,2.0,20,40.0,29.692241186636465,0.42604801741301973,34.84612059331823,453,13,34.84615384615385
69.69224118663647,Three,3.0,20,60.0,9.692241186636465,0.13907202611952962,23.230747062212156,302,13,23.23076923076923
141.99400111382175,GoldenRatio_phi,1.61803398875,20,32.360679775,109.63332133882176,0.7720982610451281,87.75711888692658,3247,37,87.75675675675676
141.99400111382175,PhiSquared,2.618033988750235,20,52.3606797750047,89.63332133881705,0.6312472402757874,54.236882226882436,2061,38,54.23684210526316
141.99400111382175,Pi,3.141592653589793,20,62.83185307179586,79.16214804202589,0.5575034679005197,45.19809433332165,2757,61,45.19672131147541
141.99400111382175,Euler_e,2.718281828459045,20,54.3656365691809,87.62836454464085,0.6171272297228835,52.23667377944991,1985,38,52.23684210526316
141.99400111382175,Sqrt2,1.4142135623730951,20,28.284271247461902,113.70972986635985,0.8008065761539507,100.40492107539353,4217,42,100.4047619047619
141.99400111382175,Sqrt3,1.7320508075688772,20,34.64101615137754,107.35298496244421,0.75603887572962,81.98027476637701,4181,51,81.98039215686275
141.99400111382175,OneHalf,0.5,20,10.0,131.99400111382175,0.9295744896153462,283.9880022276435,18175,64,283.984375
141.99400111382175,One,1.0,20,20.0,121.99400111382175,0.8591489792306923,141.99400111382175,142,1,142.0
141.99400111382175,ThreeHalves,1.5,20,30.0,111.99400111382175,0.7887234688460385,94.6626674092145,5869,62,94.66129032258064
141.99400111382175,Two,2.0,20,40.0,101.99400111382175,0.7182979584613847,70.99700055691088,71,1,71.0
141.99400111382175,Three,3.0,20,60.0,81.99400111382175,0.5774469376920771,47.33133370460725,142,3,47.333333333333336
827.1242974054827,GoldenRatio_phi,1.61803398875,20,32.360679775,794.7636176304827,0.9608756750629758,511.1909287174316,10735,21,511.1904761904762
827.1242974054827,PhiSquared,2.618033988750235,20,52.3606797750047,774.763617630478,0.9366955124649956,315.9333686879769,4739,15,315.93333333333334
827.1242974054827,Pi,3.141592653589793,20,62.83185307179586,764.2924443336868,0.9240357788195965,263.28184096698703,10268,39,263.28205128205127
827.1242974054827,Euler_e,2.718281828459045,20,54.3656365691809,772.7586608363018,0.9342715034007408,304.28202430885085,11867,39,304.28205128205127
827.1242974054827,Sqrt2,1.4142135623730951,20,28.284271247461902,798.8400261580208,0.9658040861135578,584.8651995795755,30413,52,584.8653846153846
827.1242974054827,Sqrt3,1.7320508075688772,20,34.64101615137754,792.4832812541051,0.9581187298450314,477.5404357603355,17669,37,477.5405405405405
827.1242974054827,OneHalf,0.5,20,10.0,817.1242974054827,0.9879099187010127,1654.2485948109654,6617,4,1654.25
827.1242974054827,One,1.0,20,20.0,807.1242974054827,0.9758198374020255,827.1242974054827,6617,8,827.125
827.1242974054827,ThreeHalves,1.5,20,30.0,797.1242974054827,0.9637297561030382,551.4161982703218,6617,12,551.4166666666666
827.1242974054827,Two,2.0,20,40.0,787.1242974054827,0.951639674804051,413.56214870274135,6617,16,413.5625
827.1242974054827,Three,3.0,20,60.0,767.1242974054827,0.9274595122060765,275.7080991351609,6617,24,275.7083333333333
3574.884205322977,GoldenRatio_phi,1.61803398875,20,32.360679775,3542.523525547977,0.9909477683985358,2209.399944734614,11047,5,2209.4
3574.884205322977,PhiSquared,2.618033988750235,20,52.3606797750047,3522.523525547972,0.985353181594794,1365.484260588042,87391,64,1365.484375
3574.884205322977,Pi,3.141592653589793,20,62.83185307179586,3512.052352251181,0.9824240871974987,1137.9209845165879,43241,38,1137.921052631579
3574.884205322977,Euler_e,2.718281828459045,20,54.3656365691809,3520.518568753796,0.9847923363536556,1315.1264037068324,82853,63,1315.126984126984
3574.884205322977,Sqrt2,1.4142135623730951,20,28.284271247461902,3546.599934075515,0.9920880594662768,2527.824863540559,101113,40,2527.825
3574.884205322977,Sqrt3,1.7320508075688772,20,34.64101615137754,3540.243189171599,0.9903098914085672,2063.960358264962,51599,25,2063.96
3574.884205322977,OneHalf,0.5,20,10.0,3564.884205322977,0.9972027065981298,7149.768410645954,400387,56,7149.767857142857
3574.884205322977,One,1.0,20,20.0,3554.884205322977,0.9944054131962595,3574.884205322977,92947,26,3574.8846153846152
3574.884205322977,ThreeHalves,1.5,20,30.0,3544.884205322977,0.9916081197943893,2383.2561368819847,92947,39,2383.25641025641
3574.884205322977,Two,2.0,20,40.0,3534.884205322977,0.9888108263925192,1787.4421026614884,92947,52,1787.4423076923076
3574.884205322977,Three,3.0,20,60.0,3514.884205322977,0.9832162395887787,1191.6280684409924,51240,43,1191.6279069767443
