Index,Frequency,Power
0,0.0,4.738095811983702e-29
1,7.784342573347968e-06,508.5339347396143
2,1.5568685146695936e-05,2138.7444924375586
3,2.3353027720043903e-05,504.16857897922995
4,3.113737029339187e-05,1706.0662262430883
5,3.892171286673984e-05,4570.073055963098
6,4.6706055440087806e-05,217.9828962146283
7,5.4490398013435776e-05,373.0443179494365
8,6.227474058678375e-05,275.9108743453391
9,7.005908316013171e-05,5671.543245142245
10,7.784342573347969e-05,2784.1925605959723
11,8.562776830682765e-05,1739.4797258833632
12,9.341211088017561e-05,1909.5498136175809
13,0.00010119645345352359,863.0722608883639
14,0.00010898079602687155,240.77161330339865
15,0.00011676513860021953,582.5569250842916
16,0.0001245494811735675,1361.8492478325295
17,0.00013233382374691545,2803.448775566959
18,0.00014011816632026342,308.5354799988819
19,0.0001479025088936114,4328.392875258966
20,0.00015568685146695937,836.4589685510698
21,0.00016347119404030733,111.18393310604014
22,0.0001712555366136553,724.5928298862766
23,0.00017903987918700326,3165.843737595696
24,0.00018682422176035122,233.9934389462709
25,0.00019460856433369921,1093.5399437161784
26,0.00020239290690704718,912.2206001686191
27,0.00021017724948039514,329.6080749202368
28,0.0002179615920537431,1267.4124888114798
29,0.00022574593462709107,352.4739155702279
30,0.00023353027720043906,688.6549909996484
31,0.00024131461977378702,345.9668985092335
32,0.000249098962347135,196.25328454483974
33,0.000256883304920483,850.9906241761904
34,0.0002646676474938309,281.4570149938619
35,0.0002724519900671789,196.30239393882
36,0.00028023633264052684,328.6300152480686
37,0.0002880206752138748,395.66007188148967
38,0.0002958050177872228,391.96285852611766
39,0.00030358936036057075,621.6359321427549
40,0.00031137370293391874,76.72388052198961
41,0.0003191580455072667,376.5619956414291
42,0.00032694238808061467,896.7187015135664
43,0.00033472673065396266,89.15134932708148
44,0.0003425110732273106,153.41327130710616
45,0.0003502954158006586,212.2040011186744
46,0.0003580797583740065,219.76790076232078
47,0.0003658641009473545,947.6584461612548
48,0.00037364844352070245,369.8605193258894
49,0.00038143278609405044,76.83491344538506
50,0.00038921712866739843,172.51925139270807
51,0.00039700147124074636,232.7203174445981
52,0.00040478581381409436,1304.4672010156614
53,0.0004125701563874423,54.239294881121495
54,0.0004203544989607903,888.1561136665164
55,0.00042813884153413827,51.11670818125461
56,0.0004359231841074862,1004.2976584224277
57,0.0004437075266808342,945.5361202050283
58,0.00045149186925418213,982.3658045797883
59,0.0004592762118275301,182.01154627832372
60,0.0004670605544008781,2945.7288977239496
61,0.00047484489697422605,1787.107150120998
62,0.00048262923954757404,925.6442046010195
63,0.000490413582120922,1727.7220775871206
64,0.00049819792469427,539.3808331724792
65,0.000505982267267618,498.780593879113
66,0.000513766609840966,3347.325979061512
67,0.0005215509524143138,1397.106989998525
68,0.0005293352949876618,541.6694741304852
69,0.0005371196375610098,12.47894696200034
70,0.0005449039801343578,1725.7001573235023
71,0.0005526883227077058,115.85364651094176
72,0.0005604726652810537,1793.249594012656
73,0.0005682570078544017,1558.8798425514315
74,0.0005760413504277497,2246.9687971634703
75,0.0005838256930010976,739.5235492661566
76,0.0005916100355744456,2112.6877040150675
77,0.0005993943781477935,287.3016291635288
78,0.0006071787207211415,1404.528847980473
79,0.0006149630632944895,1037.2712797519466
80,0.0006227474058678375,720.9815947071863
81,0.0006305317484411855,207.9700949698995
82,0.0006383160910145334,316.63290855411725
83,0.0006461004335878813,783.48561040784
84,0.0006538847761612293,1223.9182964183601
85,0.0006616691187345773,560.6670209476256
86,0.0006694534613079253,1265.2329921455466
87,0.0006772378038812732,4608.873363244289
88,0.0006850221464546212,815.5552930436049
89,0.0006928064890279692,5.181400838730155
90,0.0007005908316013172,1623.9722679009778
91,0.0007083751741746652,1155.0377526307495
92,0.000716159516748013,50.782562952267114
93,0.000723943859321361,2148.4518058925914
94,0.000731728201894709,1543.4298028287924
95,0.000739512544468057,760.7066769617477
96,0.0007472968870414049,795.4873152997089
97,0.0007550812296147529,595.7282478268942
98,0.0007628655721881009,663.5681602259416
99,0.0007706499147614489,397.1664077559296
100,0.0007784342573347969,3007.764963718719
101,0.0007862185999081447,1979.8453908073232
102,0.0007940029424814927,2565.3059322677764
103,0.0008017872850548407,2271.047673156204
104,0.0008095716276281887,1855.6604207713826
105,0.0008173559702015367,1733.6625183326216
106,0.0008251403127748846,827.8880367971192
107,0.0008329246553482326,165.09651555938098
108,0.0008407089979215806,538.5952435313808
109,0.0008484933404949286,1950.7443297544269
110,0.0008562776830682765,433.4507281136216
111,0.0008640620256416244,571.0913997427702
112,0.0008718463682149724,777.1971554651402
113,0.0008796307107883204,2096.3793470146275
114,0.0008874150533616684,1074.6271912952775
115,0.0008951993959350164,689.5124296937468
116,0.0009029837385083643,23.792235426615534
117,0.0009107680810817123,382.36393303388326
118,0.0009185524236550602,11.173740075628409
119,0.0009263367662284082,3122.215428122474
120,0.0009341211088017562,3423.8125678132174
121,0.0009419054513751041,4905.498464058742
122,0.0009496897939484521,3092.2068826960353
123,0.0009574741365218001,4836.052144106779
124,0.0009652584790951481,2771.753355855374
125,0.0009730428216684961,1681.0442931814903
126,0.000980827164241844,5326.8937815027475
127,0.000988611506815192,7084.8913293626665
128,0.00099639584938854,7148.293536369409
129,0.001004180191961888,3819.1888555836504
130,0.001011964534535236,1931.5936264951674
131,0.001019748877108584,10227.130875734632
132,0.001027533219681932,2534.6540998126375
133,0.0010353175622552797,1072.3986042857184
134,0.0010431019048286277,2316.0207593323466
135,0.0010508862474019756,8567.849343747817
136,0.0010586705899753236,35.92879147270344
137,0.0010664549325486716,1533.29941313048
138,0.0010742392751220196,970.9957307057681
139,0.0010820236176953676,5785.656030515947
140,0.0010898079602687156,692.7993422419975
141,0.0010975923028420636,10273.522185240468
142,0.0011053766454154116,2808.56037954599
143,0.0011131609879887594,8376.405559579985
144,0.0011209453305621073,6742.600669328509
145,0.0011287296731354553,541.0334403442664
146,0.0011365140157088033,861.7101099924846
147,0.0011442983582821513,6684.379323233247
148,0.0011520827008554993,11544.768753593027
149,0.0011598670434288473,4076.804183523968
150,0.0011676513860021953,13548.150181382782
151,0.0011754357285755433,680.1045017207772
152,0.0011832200711488913,8072.286156786039
153,0.001191004413722239,2405.127356989768
154,0.001198788756295587,1621.4097085489684
155,0.001206573098868935,4879.281398124749
156,0.001214357441442283,3117.2065025008765
157,0.001222141784015631,740.9520131694097
158,0.001229926126588979,1017.6203706459769
159,0.001237710469162327,2424.9897903989304
160,0.001245494811735675,2998.2622410469357
161,0.001253279154309023,5383.221207818381
162,0.001261063496882371,2756.051018981663
163,0.0012688478394557187,1848.2898973562792
164,0.0012766321820290667,131.32171317146322
165,0.0012844165246024147,4523.505132540478
166,0.0012922008671757627,81.398730573492
167,0.0012999852097491107,8194.002232820889
168,0.0013077695523224587,4591.948697827927
169,0.0013155538948958067,4895.784527322772
170,0.0013233382374691547,770.9448796104318
171,0.0013311225800425026,360.78450915308383
172,0.0013389069226158506,159.6649254527247
173,0.0013466912651891984,1187.503579794057
174,0.0013544756077625464,759.8837404453191
175,0.0013622599503358944,878.760610341993
176,0.0013700442929092424,457.24963087309783
177,0.0013778286354825904,2413.344936679694
178,0.0013856129780559384,553.8437628780223
179,0.0013933973206292864,839.5458233774269
180,0.0014011816632026343,685.7502028543162
181,0.0014089660057759823,404.82482811393953
182,0.0014167503483493303,2866.2546440896317
183,0.001424534690922678,306.5473352750286
184,0.001432319033496026,1101.6653423698783
185,0.001440103376069374,6518.585103963817
186,0.001447887718642722,2866.61821154517
187,0.00145567206121607,1271.814154829226
188,0.001463456403789418,4341.104932274962
189,0.001471240746362766,404.15703807297103
190,0.001479025088936114,4930.206857224865
191,0.001486809431509462,4458.587809753295
192,0.0014945937740828098,4911.137051949787
193,0.0015023781166561578,1847.6170770981432
194,0.0015101624592295058,705.1247135519939
195,0.0015179468018028538,2243.6265138105405
196,0.0015257311443762018,438.80562098257656
197,0.0015335154869495497,2291.8406457838505
198,0.0015412998295228977,3389.1703010253664
199,0.0015490841720962457,1721.7706374206282
200,0.0015568685146695937,2230.8265691006773
201,0.0015646528572429417,468.59921941532514
202,0.0015724371998162895,1597.1200111054677
203,0.0015802215423896375,1329.1061197722704
204,0.0015880058849629855,7994.243009820363
205,0.0015957902275363335,1031.3701020268181
206,0.0016035745701096814,517.7811109568889
207,0.0016113589126830294,141.67810002733475
208,0.0016191432552563774,1087.5719361424722
209,0.0016269275978297254,585.907893708873
210,0.0016347119404030734,4979.322278964609
211,0.0016424962829764214,4876.866433648354
212,0.0016502806255497692,5186.207771544829
213,0.0016580649681231172,2297.207317206697
214,0.0016658493106964651,2149.6104540489355
215,0.0016736336532698131,1817.1564009382605
216,0.0016814179958431611,815.126757926167
217,0.0016892023384165091,12102.28691701258
218,0.001696986680989857,1579.3467399906149
219,0.001704771023563205,2480.014537992185
220,0.001712555366136553,2023.9692665050713
221,0.001720339708709901,5342.5460140395935
222,0.0017281240512832489,3115.92475479451
223,0.0017359083938565968,2852.9171325094057
224,0.0017436927364299448,1463.79575740566
