Event,Detector,WindowType,Domain,RatioCategory,RatioValue
151012.2-v1,L1,ON,AMP_P2P,AMP,1.0638772117879098
151012.2-v1,L1,ON,AMP_P2P,AMP,0.8472760528301126
151012.2-v1,L1,ON,AMP_P2P,AMP,0.718698937606368
151012.2-v1,L1,ON,AMP_P2P,AMP,0.4581304720450285
151012.2-v1,L1,ON,AMP_P2P,AMP,0.37996176660513514
151012.2-v1,L1,ON,AMP_P2P,AMP,4.558143022588337
151012.2-v1,L1,ON,AMP_P2P,AMP,1.1334566231759584
151012.2-v1,L1,ON,AMP_P2P,AMP,1.0407494728901607
151012.2-v1,L1,ON,AMP_P2P,AMP,0.973997085837351
151012.2-v1,L1,ON,AMP_P2P,AMP,0.8136194404965238
151012.2-v1,L1,ON,AMP_P2P,AMP,0.38562799007397375
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.08167179094566852
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.10873465374576617
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.12078353828400613
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.12153898686904928
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.11188965094110918
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.09163406232430635
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.0643752664668868
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.050423210086480624
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.08413071189662977
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.11048573606547106
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.12968643451654008
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.14137838659806687
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.1457935979694832
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.13894926681988526
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.1226820420215414
151012.2-v1,L1,ON,AMP_P2D,AMP,-0.09009467713171902
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0990314571492452
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0837323237594776
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0699672026203884
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0572644815438217
151012.2-v1,L1,ON,AMP_D2D,AMP,1.045590359650514
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0345653068004994
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0230218351781148
151012.2-v1,L1,ON,AMP_D2D,AMP,1.01256874620095
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0050613917222282
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9953789816058541
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9846093108524373
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9751711227768703
151012.2-v1,L1,ON,AMP_D2D,AMP,0.8588838686314748
151012.2-v1,L1,ON,AMP_D2D,AMP,0.8356015558683016
151012.2-v1,L1,ON,AMP_D2D,AMP,0.8091892624592059
151012.2-v1,L1,ON,AMP_D2D,AMP,0.7706699217115773
151012.2-v1,L1,ON,AMP_D2D,AMP,0.7234221726838661
151012.2-v1,L1,ON,AMP_D2D,AMP,0.5175038364190876
151012.2-v1,L1,ON,AMP_D2D,AMP,0.20792492050001116
151012.2-v1,L1,ON,AMP_D2D,AMP,1.9154466170700555
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9971387379314108
151012.2-v1,L1,ON,AMP_D2D,AMP,15.105818293916581
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0438401984467212
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0334152043918092
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0239668485947633
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0141286032287575
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0053691300397696
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9965413877647622
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9870614348670561
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9800576309967598
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9716349921032561
151012.2-v1,L1,ON,AMP_D2D,AMP,1.2528421990831742
151012.2-v1,L1,ON,AMP_D2D,AMP,1.134267560206993
151012.2-v1,L1,ON,AMP_D2D,AMP,1.1126694157844188
151012.2-v1,L1,ON,AMP_D2D,AMP,1.092395359670839
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0755515344749407
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0596303389522685
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0470848757822742
151012.2-v1,L1,ON,AMP_D2D,AMP,1.033904765280806
151012.2-v1,L1,ON,AMP_D2D,AMP,1.02233647493917
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0102986063770143
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0017300502960733
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9912328082512774
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9811123182192869
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9724658878525023
151012.2-v1,L1,ON,AMP_D2D,AMP,0.988883424980706
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0479905963284208
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0880209067504911
151012.2-v1,L1,ON,AMP_D2D,AMP,1.1294071663157397
151012.2-v1,L1,ON,AMP_D2D,AMP,1.1435113321264057
151012.2-v1,L1,ON,AMP_D2D,AMP,1.1306044186245707
151012.2-v1,L1,ON,AMP_D2D,AMP,1.122148598582084
151012.2-v1,L1,ON,AMP_D2D,AMP,1.1095244460953233
151012.2-v1,L1,ON,AMP_D2D,AMP,1.097861959295622
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0866435106887393
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0767506736767654
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0667346149376375
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0574135276216567
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0473260066997117
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0383191719652898
151012.2-v1,L1,ON,AMP_D2D,AMP,1.029582981694304
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0208232099814858
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0119966166556122
151012.2-v1,L1,ON,AMP_D2D,AMP,1.0027721137522474
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9939698536006114
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9852825858201453
151012.2-v1,L1,ON,AMP_D2D,AMP,0.9742743622898086
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,40.375
151012.2-v1,L1,ON,TIME_P2P,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2P,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0045454545454546
151012.2-v1,L1,ON,TIME_P2D,TIME,2.425339366515837
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,0.9981343283582089
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_P2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,8.25
151012.2-v1,L1,ON,TIME_D2D,TIME,0.12121212121212122
151012.2-v1,L1,ON,TIME_D2D,TIME,0.25
151012.2-v1,L1,ON,TIME_D2D,TIME,54.5
151012.2-v1,L1,ON,TIME_D2D,TIME,0.06422018348623854
151012.2-v1,L1,ON,TIME_D2D,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_D2D,TIME,0.75
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,24.75
151012.2-v1,L1,ON,TIME_D2D,TIME,1.125
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.1428571428571428
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151012.2-v1,L1,ON,TIME_D2D,TIME,1.0
151116-v1,L1,ON,AMP_D2D,AMP,1.0033359519619196
151116-v1,L1,ON,AMP_D2D,AMP,1.0125615267555483
151116-v1,L1,ON,AMP_D2D,AMP,1.0037337027569717
151116-v1,L1,ON,AMP_D2D,AMP,1.011597587967354
151116-v1,L1,ON,AMP_D2D,AMP,1.003149010471264
151116-v1,L1,ON,AMP_D2D,AMP,1.0113195357285976
151116-v1,L1,ON,AMP_D2D,AMP,1.0045252690451512
151116-v1,L1,ON,AMP_D2D,AMP,1.0078494504708126
151116-v1,L1,ON,AMP_D2D,AMP,1.006400008828905
151116-v1,L1,ON,AMP_D2D,AMP,1.007407725812757
151116-v1,L1,ON,AMP_D2D,AMP,1.0031477422831103
151116-v1,L1,ON,AMP_D2D,AMP,1.00804604387081
151116-v1,L1,ON,AMP_D2D,AMP,1.0029438425667676
151116-v1,L1,ON,AMP_D2D,AMP,1.0053772892217372
151116-v1,L1,ON,AMP_D2D,AMP,1.0016165184624186
151116-v1,L1,ON,AMP_D2D,AMP,1.0068164116928768
151116-v1,L1,ON,AMP_D2D,AMP,1.0011638860993872
151116-v1,L1,ON,AMP_D2D,AMP,1.0050945846342352
151116-v1,L1,ON,AMP_D2D,AMP,1.0014157573828717
151116-v1,L1,ON,AMP_D2D,AMP,1.0024255910197901
151116-v1,L1,ON,AMP_D2D,AMP,1.002521244649483
151116-v1,L1,ON,AMP_D2D,AMP,1.0010655225866032
151116-v1,L1,ON,AMP_D2D,AMP,0.9988619940641148
151116-v1,L1,ON,AMP_D2D,AMP,1.00224250605054
151116-v1,L1,ON,AMP_D2D,AMP,0.9995059642814371
151116-v1,L1,ON,AMP_D2D,AMP,0.9976147150101866
151116-v1,L1,ON,AMP_D2D,AMP,0.9999401699835142
151116-v1,L1,ON,AMP_D2D,AMP,0.9969821905806061
151116-v1,L1,ON,AMP_D2D,AMP,0.9983535282376298
151116-v1,L1,ON,AMP_D2D,AMP,0.9964875558468973
151116-v1,L1,ON,AMP_D2D,AMP,0.9978072716974385
151116-v1,L1,ON,AMP_D2D,AMP,0.9953224928670654
151116-v1,L1,ON,AMP_D2D,AMP,0.9957372809414449
151116-v1,L1,ON,AMP_D2D,AMP,0.9945185585644829
151116-v1,L1,ON,AMP_D2D,AMP,0.9942024049017892
151116-v1,L1,ON,AMP_D2D,AMP,0.9920039953930491
151116-v1,L1,ON,AMP_D2D,AMP,0.994585683353826
151116-v1,L1,ON,AMP_D2D,AMP,0.9904811848679685
151116-v1,L1,ON,AMP_D2D,AMP,0.989981301818553
151116-v1,L1,ON,AMP_D2D,AMP,0.990692691622676
151116-v1,L1,ON,AMP_D2D,AMP,0.9890749874035837
151116-v1,L1,ON,AMP_D2D,AMP,0.9867669790273486
151116-v1,L1,ON,AMP_D2D,AMP,0.9886780842685055
151116-v1,L1,ON,AMP_D2D,AMP,0.9858553113911476
151116-v1,L1,ON,AMP_D2D,AMP,0.9855214631732383
151116-v1,L1,ON,AMP_D2D,AMP,0.9851919501193319
151116-v1,L1,ON,AMP_D2D,AMP,0.9848278404153216
151116-v1,L1,ON,AMP_D2D,AMP,0.9829882919407873
151116-v1,L1,ON,AMP_D2D,AMP,0.9839645240559096
151116-v1,L1,ON,AMP_D2D,AMP,0.9825819881008007
151116-v1,L1,ON,AMP_D2D,AMP,0.979459261986104
151116-v1,L1,ON,AMP_D2D,AMP,0.983259003421335
151116-v1,L1,ON,AMP_D2D,AMP,0.9808819962428831
151116-v1,L1,ON,AMP_D2D,AMP,0.9813969293102484
151116-v1,L1,ON,AMP_D2D,AMP,0.9784899248078929
151116-v1,L1,ON,AMP_D2D,AMP,0.9844908002679036
151116-v1,L1,ON,AMP_D2D,AMP,0.9757999822942578
151116-v1,L1,ON,AMP_D2D,AMP,0.9686617665923074
151116-v1,L1,ON,AMP_D2D,AMP,0.9740202070873821
151116-v1,L1,ON,AMP_D2D,AMP,0.9815467092629943
151116-v1,L1,ON,AMP_D2D,AMP,0.9880100845722639
151116-v1,L1,ON,AMP_D2D,AMP,0.9929718104314602
151116-v1,L1,ON,AMP_D2D,AMP,1.0017610162787514
151116-v1,L1,ON,AMP_D2D,AMP,0.9984183676175203
151116-v1,L1,ON,AMP_D2D,AMP,1.0076012952674378
151116-v1,L1,ON,AMP_D2D,AMP,0.9974247459893627
151116-v1,L1,ON,AMP_D2D,AMP,1.0126050486454303
151116-v1,L1,ON,AMP_D2D,AMP,1.0045384462075089
151116-v1,L1,ON,AMP_D2D,AMP,1.0170670864756548
151116-v1,L1,ON,AMP_D2D,AMP,1.0042190063146812
151116-v1,L1,ON,AMP_D2D,AMP,1.0262765933741291
151116-v1,L1,ON,AMP_D2D,AMP,1.0071236672097523
151116-v1,L1,ON,AMP_D2D,AMP,1.0362855262893302
151116-v1,L1,ON,AMP_D2D,AMP,1.039378071772541
151116-v1,L1,ON,AMP_D2D,AMP,1.0434654677837503
151116-v1,L1,ON,AMP_D2D,AMP,1.0454857290226711
151116-v1,L1,ON,AMP_D2D,AMP,1.0438256716711924
151116-v1,L1,ON,AMP_D2D,AMP,1.0463748859531044
151116-v1,L1,ON,AMP_D2D,AMP,1.046760774918491
151116-v1,L1,ON,AMP_D2D,AMP,1.0898131163637765
151116-v1,L1,ON,AMP_D2D,AMP,1.0419221761103563
151116-v1,L1,ON,AMP_D2D,AMP,1.0387063898221247
151116-v1,L1,ON,AMP_D2D,AMP,1.0399302625711468
151116-v1,L1,ON,AMP_D2D,AMP,1.0721498757670984
151116-v1,L1,ON,AMP_D2D,AMP,1.0141852555984023
151116-v1,L1,ON,AMP_D2D,AMP,1.0199624056705987
151116-v1,L1,ON,AMP_D2D,AMP,1.028948336487584
151116-v1,L1,ON,AMP_D2D,AMP,1.0151677166449433
151116-v1,L1,ON,AMP_D2D,AMP,1.0125606170917592
151116-v1,L1,ON,AMP_D2D,AMP,1.012129955624005
151116-v1,L1,ON,AMP_D2D,AMP,1.0131678221537421
151116-v1,L1,ON,AMP_D2D,AMP,1.0116783342676838
151116-v1,L1,ON,AMP_D2D,AMP,1.0098641219159261
151116-v1,L1,ON,AMP_D2D,AMP,1.0113086934362303
151116-v1,L1,ON,AMP_D2D,AMP,1.008291907517235
151116-v1,L1,ON,AMP_D2D,AMP,1.0089685497060772
151116-v1,L1,ON,AMP_D2D,AMP,1.0076574566467817
151116-v1,L1,ON,AMP_D2D,AMP,1.009954814544588
151116-v1,L1,ON,AMP_D2D,AMP,1.0035502634865376
151116-v1,L1,ON,AMP_D2D,AMP,1.0087075598014295
151116-v1,L1,ON,AMP_D2D,AMP,1.0040012463996575
151116-v1,L1,ON,AMP_D2D,AMP,1.0073678369347798
151116-v1,L1,ON,AMP_D2D,AMP,1.0031126583983363
151116-v1,L1,ON,AMP_D2D,AMP,1.0057496651874482
151116-v1,L1,ON,AMP_D2D,AMP,1.0010353879034486
151116-v1,L1,ON,AMP_D2D,AMP,1.0065369303850311
151116-v1,L1,ON,AMP_D2D,AMP,1.0000002057813269
151116-v1,L1,ON,AMP_D2D,AMP,1.005496498865952
151116-v1,L1,ON,AMP_D2D,AMP,0.9995465090689256
151116-v1,L1,ON,AMP_D2D,AMP,1.0049190573602789
151116-v1,L1,ON,AMP_D2D,AMP,0.9967963419280065
151116-v1,L1,ON,AMP_D2D,AMP,1.0046474956137934
151116-v1,L1,ON,AMP_D2D,AMP,0.9954889351313844
151116-v1,L1,ON,AMP_D2D,AMP,1.004385998816349
151116-v1,L1,ON,AMP_D2D,AMP,0.9946618835707902
151116-v1,L1,ON,AMP_D2D,AMP,1.0031178436559955
151116-v1,L1,ON,AMP_D2D,AMP,0.9938076247612735
151116-v1,L1,ON,AMP_D2D,AMP,1.0012573449308164
151116-v1,L1,ON,AMP_D2D,AMP,0.994002011049373
151116-v1,L1,ON,AMP_D2D,AMP,0.9997530138971369
151116-v1,L1,ON,AMP_D2D,AMP,0.9921090850583556
151116-v1,L1,ON,AMP_D2D,AMP,0.9996862279367348
151116-v1,L1,ON,AMP_D2D,AMP,0.9911422631922828
151116-v1,L1,ON,AMP_D2D,AMP,0.9958377991822819
151116-v1,L1,ON,AMP_D2D,AMP,0.9917832508278907
151116-v1,L1,ON,AMP_D2D,AMP,0.9942633309227974
151116-v1,L1,ON,AMP_D2D,AMP,0.9897184057861036
151116-v1,L1,ON,AMP_D2D,AMP,0.993199121125605
151116-v1,L1,ON,AMP_D2D,AMP,0.9896427267330825
151116-v1,L1,ON,AMP_D2D,AMP,0.9903280182228421
151116-v1,L1,ON,AMP_D2D,AMP,0.9907890638797041
151116-v1,L1,ON,AMP_D2D,AMP,0.9882249357166724
151116-v1,L1,ON,AMP_D2D,AMP,0.9890370806600184
151116-v1,L1,ON,AMP_D2D,AMP,0.987316413782971
151116-v1,L1,ON,AMP_D2D,AMP,0.9879856681967827
151116-v1,L1,ON,AMP_D2D,AMP,0.9872323545039438
151116-v1,L1,ON,AMP_D2D,AMP,0.9856070517910815
151116-v1,L1,ON,AMP_D2D,AMP,0.9873290342702271
151116-v1,L1,ON,AMP_D2D,AMP,0.9843103763702278
151116-v1,L1,ON,AMP_D2D,AMP,0.9850493222587164
151116-v1,L1,ON,AMP_D2D,AMP,0.9834809763456933
151116-v1,L1,ON,AMP_D2D,AMP,0.9831733013041255
151116-v1,L1,ON,AMP_D2D,AMP,0.9836237583499015
151116-v1,L1,ON,AMP_D2D,AMP,0.9806219931880921
151116-v1,L1,ON,AMP_D2D,AMP,0.9825314726008875
151116-v1,L1,ON,AMP_D2D,AMP,0.9798921854091301
151116-v1,L1,ON,AMP_D2D,AMP,0.9824296508707578
151116-v1,L1,ON,AMP_D2D,AMP,0.976150178503118
151116-v1,L1,ON,AMP_D2D,AMP,0.9807234281442574
151116-v1,L1,ON,AMP_D2D,AMP,0.9756731556613818
151116-v1,L1,ON,AMP_D2D,AMP,0.9789923884623735
151116-v1,L1,ON,AMP_D2D,AMP,0.9720749862343697
151116-v1,L1,ON,AMP_D2D,AMP,0.9796153930433544
151116-v1,L1,ON,AMP_D2D,AMP,0.9675951098969968
151116-v1,L1,ON,AMP_D2D,AMP,0.9816559274305663
151116-v1,L1,ON,AMP_D2D,AMP,0.9660778418215392
151116-v1,L1,ON,AMP_D2D,AMP,0.9813908410796812
151116-v1,L1,ON,AMP_D2D,AMP,0.9828918653495489
151116-v1,L1,ON,AMP_D2D,AMP,0.9841441972794482
151116-v1,L1,ON,AMP_D2D,AMP,0.9815338720382552
151116-v1,L1,ON,AMP_D2D,AMP,0.982661711131865
151116-v1,L1,ON,AMP_D2D,AMP,0.9801619838396352
151116-v1,L1,ON,AMP_D2D,AMP,0.9666287369599912
151116-v1,L1,ON,AMP_D2D,AMP,0.9831515935952602
151116-v1,L1,ON,AMP_D2D,AMP,0.9939056813556058
151116-v1,L1,ON,AMP_D2D,AMP,0.9954348730161838
151116-v1,L1,ON,AMP_D2D,AMP,0.9665304184459551
151116-v1,L1,ON,AMP_D2D,AMP,0.9921265910503948
151116-v1,L1,ON,AMP_D2D,AMP,0.9711059093682564
151116-v1,L1,ON,AMP_D2D,AMP,1.0024936525908485
151116-v1,L1,ON,AMP_D2D,AMP,0.968179366743521
151116-v1,L1,ON,AMP_D2D,AMP,1.0069091733791005
151116-v1,L1,ON,AMP_D2D,AMP,0.9795251930518374
151116-v1,L1,ON,AMP_D2D,AMP,1.0060215281130878
151116-v1,L1,ON,AMP_D2D,AMP,0.9913297077147739
151116-v1,L1,ON,AMP_D2D,AMP,1.0119073763308746
151116-v1,L1,ON,AMP_D2D,AMP,0.9941123047218594
151116-v1,L1,ON,AMP_D2D,AMP,1.017603402322926
151116-v1,L1,ON,AMP_D2D,AMP,1.00268583078167
151116-v1,L1,ON,AMP_D2D,AMP,1.019153229330126
151116-v1,L1,ON,AMP_D2D,AMP,1.0095977312575068
151116-v1,L1,ON,AMP_D2D,AMP,1.0263641514696613
151116-v1,L1,ON,AMP_D2D,AMP,1.0129939630841516
151116-v1,L1,ON,AMP_D2D,AMP,1.02488569516774
151116-v1,L1,ON,AMP_D2D,AMP,1.0260946075394142
151116-v1,L1,ON,AMP_D2D,AMP,1.0296510166677708
151116-v1,L1,ON,AMP_D2D,AMP,1.0224207962057048
151116-v1,L1,ON,AMP_D2D,AMP,1.0372577504176062
151116-v1,L1,ON,AMP_D2D,AMP,1.0246100607819344
151116-v1,L1,ON,AMP_D2D,AMP,1.040087453221184
151116-v1,L1,ON,AMP_D2D,AMP,1.0298555147950126
151116-v1,L1,ON,AMP_D2D,AMP,1.039644608961197
151116-v1,L1,ON,AMP_D2D,AMP,1.0304512417233214
151116-v1,L1,ON,AMP_D2D,AMP,1.0392666458306428
151116-v1,L1,ON,AMP_D2D,AMP,1.0329104596983854
151116-v1,L1,ON,AMP_D2D,AMP,1.0365261035888398
151116-v1,L1,ON,AMP_D2D,AMP,1.0363463476302592
151116-v1,L1,ON,AMP_D2D,AMP,1.036268921216043
151116-v1,L1,ON,AMP_D2D,AMP,1.0310789961855138
