Event,Detector,Constant,Count,RankWithinEvent
GW190720_000836-v1,L1,Feigenbaum Delta,0,38
GW190720_000836-v1,L1,Feigenbaum Alpha,0,39
GW190720_000836-v1,L1,Euler’s Number,0,40
GW190720_000836-v1,L1,Earth Radius (m),0,41
GW190720_000836-v1,L1,Earth Mass (kg),0,42
GW190720_000836-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190720_000836-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW190720_000836-v1,L1,Avogadro Constant (1/mol),0,45
GW190720_000836-v1,L1,Astronomical Unit (m),0,46
GW190720_000836-v1,L1,Two Pi,0,47
GW190720_000836-v2,H1,Golden Ratio Conjugate,63,1
GW190720_000836-v2,H1,Catalan’s Constant,58,2
GW190720_000836-v2,H1,Golden Ratio,49,3
GW190720_000836-v2,H1,Euler–Mascheroni Constant,47,4
GW190720_000836-v2,H1,Apéry’s Constant (zeta(3)),18,5
GW190720_000836-v2,H1,Plastic Constant,12,6
GW190720_000836-v2,H1,Absolute Zero (K),4,7
GW190720_000836-v2,H1,Planck Time (s),4,8
GW190720_000836-v2,H1,Planck Length (m),4,9
GW190720_000836-v2,H1,Planck Constant (J·s),4,10
GW190720_000836-v2,H1,Planck Charge (C),4,11
GW190720_000836-v2,H1,Neutron Mass (kg),4,12
GW190720_000836-v2,H1,Muon Mass (kg),4,13
GW190720_000836-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),4,14
GW190720_000836-v2,H1,Proton Mass (kg),4,15
GW190720_000836-v2,H1,Fine-Structure Constant,4,16
GW190720_000836-v2,H1,Reduced Planck Constant (J·s),4,17
GW190720_000836-v2,H1,Planck Mass (kg),4,18
GW190720_000836-v2,H1,Boltzmann Constant (J/K),4,19
GW190720_000836-v2,H1,Elementary Charge (C),4,20
GW190720_000836-v2,H1,Electron Mass (kg),4,21
GW190720_000836-v2,H1,Tau Mass (kg),4,22
GW190720_000836-v2,H1,Baryon-to-Photon Ratio,4,23
GW190720_000836-v2,H1,Critical Density (kg/m^3),4,24
GW190720_000836-v2,H1,Square Root of 2,3,25
GW190720_000836-v2,H1,Khinchin’s Constant,2,26
GW190720_000836-v2,H1,Phi Squared,2,27
GW190720_000836-v2,H1,Feigenbaum Alpha,2,28
GW190720_000836-v2,H1,Pi,1,29
GW190720_000836-v2,H1,Square Root of 5,1,30
GW190720_000836-v2,H1,Solar Mass (kg),0,31
GW190720_000836-v2,H1,Square Root of 3,0,32
GW190720_000836-v2,H1,Speed of Light (m/s),0,33
GW190720_000836-v2,H1,Solar Radius (m),0,34
GW190720_000836-v2,H1,Hubble Constant (km/s/Mpc),0,35
GW190720_000836-v2,H1,Planck Temperature (K),0,36
GW190720_000836-v2,H1,Parsec (m),0,37
GW190720_000836-v2,H1,Gas Constant R (J/(mol·K)),0,38
GW190720_000836-v2,H1,Feigenbaum Delta,0,39
GW190720_000836-v2,H1,Euler’s Number,0,40
GW190720_000836-v2,H1,Earth Radius (m),0,41
GW190720_000836-v2,H1,Earth Mass (kg),0,42
GW190720_000836-v2,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190720_000836-v2,H1,Cosmic Microwave Background Temp (K),0,44
GW190720_000836-v2,H1,Avogadro Constant (1/mol),0,45
GW190720_000836-v2,H1,Astronomical Unit (m),0,46
GW190720_000836-v2,H1,Two Pi,0,47
GW190720_000836-v2,L1,Catalan’s Constant,61,1
GW190720_000836-v2,L1,Golden Ratio Conjugate,16,2
GW190720_000836-v2,L1,Golden Ratio,16,3
GW190720_000836-v2,L1,Euler–Mascheroni Constant,16,4
GW190720_000836-v2,L1,Apéry’s Constant (zeta(3)),13,5
GW190720_000836-v2,L1,Plastic Constant,8,6
GW190720_000836-v2,L1,Absolute Zero (K),6,7
GW190720_000836-v2,L1,Reduced Planck Constant (J·s),6,8
GW190720_000836-v2,L1,Planck Length (m),6,9
GW190720_000836-v2,L1,Planck Mass (kg),6,10
GW190720_000836-v2,L1,Neutron Mass (kg),6,11
GW190720_000836-v2,L1,Muon Mass (kg),6,12
GW190720_000836-v2,L1,Planck Time (s),6,13
GW190720_000836-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),6,14
GW190720_000836-v2,L1,Proton Mass (kg),6,15
GW190720_000836-v2,L1,Planck Charge (C),6,16
GW190720_000836-v2,L1,Planck Constant (J·s),6,17
GW190720_000836-v2,L1,Elementary Charge (C),6,18
GW190720_000836-v2,L1,Electron Mass (kg),6,19
GW190720_000836-v2,L1,Critical Density (kg/m^3),6,20
GW190720_000836-v2,L1,Boltzmann Constant (J/K),6,21
GW190720_000836-v2,L1,Baryon-to-Photon Ratio,6,22
GW190720_000836-v2,L1,Tau Mass (kg),6,23
GW190720_000836-v2,L1,Fine-Structure Constant,5,24
GW190720_000836-v2,L1,Square Root of 3,2,25
GW190720_000836-v2,L1,Square Root of 2,1,26
GW190720_000836-v2,L1,Solar Radius (m),0,27
GW190720_000836-v2,L1,Speed of Light (m/s),0,28
GW190720_000836-v2,L1,Planck Temperature (K),0,29
GW190720_000836-v2,L1,Square Root of 5,0,30
GW190720_000836-v2,L1,Solar Mass (kg),0,31
GW190720_000836-v2,L1,Hubble Constant (km/s/Mpc),0,32
GW190720_000836-v2,L1,Pi,0,33
GW190720_000836-v2,L1,Phi Squared,0,34
GW190720_000836-v2,L1,Parsec (m),0,35
GW190720_000836-v2,L1,Khinchin’s Constant,0,36
GW190720_000836-v2,L1,Gas Constant R (J/(mol·K)),0,37
GW190720_000836-v2,L1,Feigenbaum Delta,0,38
GW190720_000836-v2,L1,Feigenbaum Alpha,0,39
GW190720_000836-v2,L1,Euler’s Number,0,40
GW190720_000836-v2,L1,Earth Radius (m),0,41
GW190720_000836-v2,L1,Earth Mass (kg),0,42
GW190720_000836-v2,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190720_000836-v2,L1,Cosmic Microwave Background Temp (K),0,44
GW190720_000836-v2,L1,Avogadro Constant (1/mol),0,45
GW190720_000836-v2,L1,Astronomical Unit (m),0,46
GW190720_000836-v2,L1,Two Pi,0,47
GW190725_174728-v1,H1,Catalan’s Constant,101,1
GW190725_174728-v1,H1,Apéry’s Constant (zeta(3)),94,2
GW190725_174728-v1,H1,Golden Ratio Conjugate,40,3
GW190725_174728-v1,H1,Euler–Mascheroni Constant,33,4
GW190725_174728-v1,H1,Golden Ratio,30,5
GW190725_174728-v1,H1,Plastic Constant,17,6
GW190725_174728-v1,H1,Absolute Zero (K),16,7
GW190725_174728-v1,H1,Proton Mass (kg),16,8
GW190725_174728-v1,H1,Planck Mass (kg),16,9
GW190725_174728-v1,H1,Planck Length (m),16,10
GW190725_174728-v1,H1,Planck Constant (J·s),16,11
GW190725_174728-v1,H1,Planck Charge (C),16,12
GW190725_174728-v1,H1,Reduced Planck Constant (J·s),16,13
GW190725_174728-v1,H1,Neutron Mass (kg),16,14
GW190725_174728-v1,H1,Muon Mass (kg),16,15
GW190725_174728-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),16,16
GW190725_174728-v1,H1,Planck Time (s),16,17
GW190725_174728-v1,H1,Critical Density (kg/m^3),16,18
GW190725_174728-v1,H1,Boltzmann Constant (J/K),16,19
GW190725_174728-v1,H1,Tau Mass (kg),16,20
GW190725_174728-v1,H1,Baryon-to-Photon Ratio,16,21
GW190725_174728-v1,H1,Elementary Charge (C),16,22
GW190725_174728-v1,H1,Electron Mass (kg),16,23
GW190725_174728-v1,H1,Fine-Structure Constant,15,24
GW190725_174728-v1,H1,Square Root of 2,11,25
GW190725_174728-v1,H1,Square Root of 3,4,26
GW190725_174728-v1,H1,Khinchin’s Constant,2,27
GW190725_174728-v1,H1,Cosmic Microwave Background Temp (K),2,28
GW190725_174728-v1,H1,Euler’s Number,2,29
GW190725_174728-v1,H1,Phi Squared,1,30
GW190725_174728-v1,H1,Pi,1,31
GW190725_174728-v1,H1,Square Root of 5,1,32
GW190725_174728-v1,H1,Feigenbaum Delta,1,33
GW190725_174728-v1,H1,Solar Radius (m),0,34
GW190725_174728-v1,H1,Speed of Light (m/s),0,35
GW190725_174728-v1,H1,Solar Mass (kg),0,36
GW190725_174728-v1,H1,Hubble Constant (km/s/Mpc),0,37
GW190725_174728-v1,H1,Planck Temperature (K),0,38
GW190725_174728-v1,H1,Parsec (m),0,39
GW190725_174728-v1,H1,Gas Constant R (J/(mol·K)),0,40
GW190725_174728-v1,H1,Feigenbaum Alpha,0,41
GW190725_174728-v1,H1,Earth Radius (m),0,42
GW190725_174728-v1,H1,Earth Mass (kg),0,43
GW190725_174728-v1,H1,Coulomb Constant (N m^2 C^-2),0,44
GW190725_174728-v1,H1,Avogadro Constant (1/mol),0,45
GW190725_174728-v1,H1,Astronomical Unit (m),0,46
GW190725_174728-v1,H1,Two Pi,0,47
GW190725_174728-v1,L1,Catalan’s Constant,59,1
GW190725_174728-v1,L1,Golden Ratio Conjugate,33,2
GW190725_174728-v1,L1,Euler–Mascheroni Constant,32,3
GW190725_174728-v1,L1,Golden Ratio,30,4
GW190725_174728-v1,L1,Apéry’s Constant (zeta(3)),15,5
GW190725_174728-v1,L1,Absolute Zero (K),9,6
GW190725_174728-v1,L1,Reduced Planck Constant (J·s),9,7
GW190725_174728-v1,L1,Planck Length (m),9,8
GW190725_174728-v1,L1,Planck Constant (J·s),9,9
GW190725_174728-v1,L1,Planck Charge (C),9,10
GW190725_174728-v1,L1,Planck Time (s),9,11
GW190725_174728-v1,L1,Plastic Constant,9,12
GW190725_174728-v1,L1,Neutron Mass (kg),9,13
GW190725_174728-v1,L1,Muon Mass (kg),9,14
GW190725_174728-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),9,15
GW190725_174728-v1,L1,Fine-Structure Constant,9,16
GW190725_174728-v1,L1,Proton Mass (kg),9,17
GW190725_174728-v1,L1,Critical Density (kg/m^3),9,18
GW190725_174728-v1,L1,Boltzmann Constant (J/K),9,19
GW190725_174728-v1,L1,Tau Mass (kg),9,20
GW190725_174728-v1,L1,Baryon-to-Photon Ratio,9,21
GW190725_174728-v1,L1,Planck Mass (kg),9,22
GW190725_174728-v1,L1,Electron Mass (kg),9,23
GW190725_174728-v1,L1,Elementary Charge (C),9,24
GW190725_174728-v1,L1,Square Root of 2,3,25
GW190725_174728-v1,L1,Khinchin’s Constant,1,26
GW190725_174728-v1,L1,Square Root of 3,1,27
GW190725_174728-v1,L1,Phi Squared,1,28
GW190725_174728-v1,L1,Gas Constant R (J/(mol·K)),1,29
GW190725_174728-v1,L1,Solar Radius (m),0,30
GW190725_174728-v1,L1,Speed of Light (m/s),0,31
GW190725_174728-v1,L1,Solar Mass (kg),0,32
GW190725_174728-v1,L1,Square Root of 5,0,33
GW190725_174728-v1,L1,Planck Temperature (K),0,34
GW190725_174728-v1,L1,Hubble Constant (km/s/Mpc),0,35
GW190725_174728-v1,L1,Pi,0,36
GW190725_174728-v1,L1,Parsec (m),0,37
GW190725_174728-v1,L1,Feigenbaum Delta,0,38
GW190725_174728-v1,L1,Feigenbaum Alpha,0,39
GW190725_174728-v1,L1,Euler’s Number,0,40
GW190725_174728-v1,L1,Earth Radius (m),0,41
GW190725_174728-v1,L1,Earth Mass (kg),0,42
GW190725_174728-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190725_174728-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW190725_174728-v1,L1,Avogadro Constant (1/mol),0,45
GW190725_174728-v1,L1,Astronomical Unit (m),0,46
GW190725_174728-v1,L1,Two Pi,0,47
GW190727_060333-v1,H1,Catalan’s Constant,79,1
GW190727_060333-v1,H1,Apéry’s Constant (zeta(3)),74,2
GW190727_060333-v1,H1,Golden Ratio Conjugate,47,3
GW190727_060333-v1,H1,Euler–Mascheroni Constant,36,4
GW190727_060333-v1,H1,Golden Ratio,31,5
GW190727_060333-v1,H1,Plastic Constant,13,6
GW190727_060333-v1,H1,Square Root of 2,9,7
GW190727_060333-v1,H1,Planck Charge (C),6,8
GW190727_060333-v1,H1,Proton Mass (kg),6,9
GW190727_060333-v1,H1,Fine-Structure Constant,6,10
GW190727_060333-v1,H1,Muon Mass (kg),6,11
GW190727_060333-v1,H1,Reduced Planck Constant (J·s),6,12
GW190727_060333-v1,H1,Planck Constant (J·s),6,13
GW190727_060333-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),6,14
GW190727_060333-v1,H1,Planck Length (m),6,15
GW190727_060333-v1,H1,Planck Mass (kg),6,16
GW190727_060333-v1,H1,Neutron Mass (kg),6,17
GW190727_060333-v1,H1,Absolute Zero (K),6,18
GW190727_060333-v1,H1,Planck Time (s),6,19
GW190727_060333-v1,H1,Tau Mass (kg),6,20
GW190727_060333-v1,H1,Elementary Charge (C),6,21
GW190727_060333-v1,H1,Electron Mass (kg),6,22
GW190727_060333-v1,H1,Baryon-to-Photon Ratio,6,23
GW190727_060333-v1,H1,Critical Density (kg/m^3),6,24
GW190727_060333-v1,H1,Boltzmann Constant (J/K),6,25
GW190727_060333-v1,H1,Feigenbaum Alpha,3,26
GW190727_060333-v1,H1,Phi Squared,2,27
GW190727_060333-v1,H1,Square Root of 3,2,28
GW190727_060333-v1,H1,Cosmic Microwave Background Temp (K),1,29
GW190727_060333-v1,H1,Pi,1,30
GW190727_060333-v1,H1,Square Root of 5,1,31
GW190727_060333-v1,H1,Euler’s Number,1,32
GW190727_060333-v1,H1,Solar Mass (kg),0,33
GW190727_060333-v1,H1,Speed of Light (m/s),0,34
GW190727_060333-v1,H1,Solar Radius (m),0,35
GW190727_060333-v1,H1,Hubble Constant (km/s/Mpc),0,36
GW190727_060333-v1,H1,Planck Temperature (K),0,37
GW190727_060333-v1,H1,Parsec (m),0,38
GW190727_060333-v1,H1,Khinchin’s Constant,0,39
GW190727_060333-v1,H1,Gas Constant R (J/(mol·K)),0,40
GW190727_060333-v1,H1,Feigenbaum Delta,0,41
GW190727_060333-v1,H1,Earth Radius (m),0,42
GW190727_060333-v1,H1,Earth Mass (kg),0,43
GW190727_060333-v1,H1,Coulomb Constant (N m^2 C^-2),0,44
GW190727_060333-v1,H1,Avogadro Constant (1/mol),0,45
GW190727_060333-v1,H1,Astronomical Unit (m),0,46
GW190727_060333-v1,H1,Two Pi,0,47
GW190727_060333-v1,L1,Catalan’s Constant,57,1
GW190727_060333-v1,L1,Golden Ratio Conjugate,53,2
GW190727_060333-v1,L1,Euler–Mascheroni Constant,48,3
GW190727_060333-v1,L1,Golden Ratio,44,4
GW190727_060333-v1,L1,Absolute Zero (K),12,5
GW190727_060333-v1,L1,Planck Constant (J·s),12,6
GW190727_060333-v1,L1,Planck Length (m),12,7
GW190727_060333-v1,L1,Planck Mass (kg),12,8
GW190727_060333-v1,L1,Neutron Mass (kg),12,9
GW190727_060333-v1,L1,Muon Mass (kg),12,10
GW190727_060333-v1,L1,Planck Time (s),12,11
GW190727_060333-v1,L1,Apéry’s Constant (zeta(3)),12,12
GW190727_060333-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),12,13
GW190727_060333-v1,L1,Proton Mass (kg),12,14
GW190727_060333-v1,L1,Reduced Planck Constant (J·s),12,15
GW190727_060333-v1,L1,Planck Charge (C),12,16
GW190727_060333-v1,L1,Elementary Charge (C),12,17
GW190727_060333-v1,L1,Electron Mass (kg),12,18
GW190727_060333-v1,L1,Critical Density (kg/m^3),12,19
GW190727_060333-v1,L1,Boltzmann Constant (J/K),12,20
GW190727_060333-v1,L1,Baryon-to-Photon Ratio,12,21
GW190727_060333-v1,L1,Tau Mass (kg),12,22
GW190727_060333-v1,L1,Fine-Structure Constant,10,23
GW190727_060333-v1,L1,Plastic Constant,4,24
GW190727_060333-v1,L1,Square Root of 2,4,25
GW190727_060333-v1,L1,Square Root of 3,1,26
GW190727_060333-v1,L1,Solar Radius (m),0,27
GW190727_060333-v1,L1,Speed of Light (m/s),0,28
GW190727_060333-v1,L1,Planck Temperature (K),0,29
GW190727_060333-v1,L1,Square Root of 5,0,30
GW190727_060333-v1,L1,Solar Mass (kg),0,31
GW190727_060333-v1,L1,Hubble Constant (km/s/Mpc),0,32
GW190727_060333-v1,L1,Pi,0,33
GW190727_060333-v1,L1,Phi Squared,0,34
GW190727_060333-v1,L1,Parsec (m),0,35
GW190727_060333-v1,L1,Khinchin’s Constant,0,36
GW190727_060333-v1,L1,Gas Constant R (J/(mol·K)),0,37
GW190727_060333-v1,L1,Feigenbaum Delta,0,38
GW190727_060333-v1,L1,Feigenbaum Alpha,0,39
GW190727_060333-v1,L1,Euler’s Number,0,40
GW190727_060333-v1,L1,Earth Radius (m),0,41
GW190727_060333-v1,L1,Earth Mass (kg),0,42
GW190727_060333-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190727_060333-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW190727_060333-v1,L1,Avogadro Constant (1/mol),0,45
GW190727_060333-v1,L1,Astronomical Unit (m),0,46
GW190727_060333-v1,L1,Two Pi,0,47
GW190727_060333-v2,H1,Apéry’s Constant (zeta(3)),99,1
GW190727_060333-v2,H1,Catalan’s Constant,80,2
GW190727_060333-v2,H1,Golden Ratio Conjugate,39,3
GW190727_060333-v2,H1,Euler–Mascheroni Constant,30,4
GW190727_060333-v2,H1,Golden Ratio,29,5
GW190727_060333-v2,H1,Plastic Constant,21,6
GW190727_060333-v2,H1,Square Root of 2,10,7
GW190727_060333-v2,H1,Absolute Zero (K),3,8
GW190727_060333-v2,H1,Muon Mass (kg),3,9
GW190727_060333-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),3,10
GW190727_060333-v2,H1,Neutron Mass (kg),3,11
GW190727_060333-v2,H1,Fine-Structure Constant,3,12
GW190727_060333-v2,H1,Planck Time (s),3,13
GW190727_060333-v2,H1,Phi Squared,3,14
GW190727_060333-v2,H1,Planck Charge (C),3,15
GW190727_060333-v2,H1,Planck Constant (J·s),3,16
GW190727_060333-v2,H1,Planck Length (m),3,17
GW190727_060333-v2,H1,Proton Mass (kg),3,18
GW190727_060333-v2,H1,Reduced Planck Constant (J·s),3,19
GW190727_060333-v2,H1,Elementary Charge (C),3,20
GW190727_060333-v2,H1,Electron Mass (kg),3,21
GW190727_060333-v2,H1,Critical Density (kg/m^3),3,22
GW190727_060333-v2,H1,Boltzmann Constant (J/K),3,23
GW190727_060333-v2,H1,Baryon-to-Photon Ratio,3,24
GW190727_060333-v2,H1,Tau Mass (kg),3,25
GW190727_060333-v2,H1,Planck Mass (kg),3,26
GW190727_060333-v2,H1,Square Root of 3,2,27
GW190727_060333-v2,H1,Feigenbaum Alpha,1,28
GW190727_060333-v2,H1,Pi,1,29
GW190727_060333-v2,H1,Square Root of 5,1,30
GW190727_060333-v2,H1,Planck Temperature (K),0,31
GW190727_060333-v2,H1,Solar Mass (kg),0,32
GW190727_060333-v2,H1,Solar Radius (m),0,33
GW190727_060333-v2,H1,Speed of Light (m/s),0,34
GW190727_060333-v2,H1,Hubble Constant (km/s/Mpc),0,35
GW190727_060333-v2,H1,Parsec (m),0,36
GW190727_060333-v2,H1,Khinchin’s Constant,0,37
GW190727_060333-v2,H1,Gas Constant R (J/(mol·K)),0,38
GW190727_060333-v2,H1,Feigenbaum Delta,0,39
GW190727_060333-v2,H1,Euler’s Number,0,40
GW190727_060333-v2,H1,Earth Radius (m),0,41
GW190727_060333-v2,H1,Earth Mass (kg),0,42
GW190727_060333-v2,H1,Coulomb Constant (N m^2 C^-2),0,43
GW190727_060333-v2,H1,Cosmic Microwave Background Temp (K),0,44
GW190727_060333-v2,H1,Avogadro Constant (1/mol),0,45
GW190727_060333-v2,H1,Astronomical Unit (m),0,46
GW190727_060333-v2,H1,Two Pi,0,47
GW190727_060333-v2,L1,Catalan’s Constant,53,1
GW190727_060333-v2,L1,Golden Ratio Conjugate,37,2
GW190727_060333-v2,L1,Euler–Mascheroni Constant,34,3
GW190727_060333-v2,L1,Golden Ratio,28,4
GW190727_060333-v2,L1,Apéry’s Constant (zeta(3)),15,5
GW190727_060333-v2,L1,Plastic Constant,8,6
GW190727_060333-v2,L1,Absolute Zero (K),4,7
GW190727_060333-v2,L1,Reduced Planck Constant (J·s),4,8
GW190727_060333-v2,L1,Planck Length (m),4,9
GW190727_060333-v2,L1,Planck Mass (kg),4,10
GW190727_060333-v2,L1,Neutron Mass (kg),4,11
GW190727_060333-v2,L1,Muon Mass (kg),4,12
GW190727_060333-v2,L1,Planck Time (s),4,13
GW190727_060333-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),4,14
GW190727_060333-v2,L1,Fine-Structure Constant,4,15
GW190727_060333-v2,L1,Proton Mass (kg),4,16
GW190727_060333-v2,L1,Planck Charge (C),4,17
GW190727_060333-v2,L1,Planck Constant (J·s),4,18
GW190727_060333-v2,L1,Elementary Charge (C),4,19
GW190727_060333-v2,L1,Electron Mass (kg),4,20
GW190727_060333-v2,L1,Critical Density (kg/m^3),4,21
GW190727_060333-v2,L1,Boltzmann Constant (J/K),4,22
GW190727_060333-v2,L1,Baryon-to-Photon Ratio,4,23
GW190727_060333-v2,L1,Tau Mass (kg),4,24
GW190727_060333-v2,L1,Square Root of 2,3,25
GW190727_060333-v2,L1,Square Root of 5,1,26
GW190727_060333-v2,L1,Solar Radius (m),0,27
GW190727_060333-v2,L1,Speed of Light (m/s),0,28
GW190727_060333-v2,L1,Square Root of 3,0,29
GW190727_060333-v2,L1,Planck Temperature (K),0,30
GW190727_060333-v2,L1,Solar Mass (kg),0,31
GW190727_060333-v2,L1,Hubble Constant (km/s/Mpc),0,32
GW190727_060333-v2,L1,Pi,0,33
GW190727_060333-v2,L1,Phi Squared,0,34
GW190727_060333-v2,L1,Parsec (m),0,35
GW190727_060333-v2,L1,Khinchin’s Constant,0,36
GW190727_060333-v2,L1,Gas Constant R (J/(mol·K)),0,37
GW190727_060333-v2,L1,Feigenbaum Delta,0,38
GW190727_060333-v2,L1,Feigenbaum Alpha,0,39
GW190727_060333-v2,L1,Euler’s Number,0,40
GW190727_060333-v2,L1,Earth Radius (m),0,41
GW190727_060333-v2,L1,Earth Mass (kg),0,42
GW190727_060333-v2,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190727_060333-v2,L1,Cosmic Microwave Background Temp (K),0,44
GW190727_060333-v2,L1,Avogadro Constant (1/mol),0,45
GW190727_060333-v2,L1,Astronomical Unit (m),0,46
GW190727_060333-v2,L1,Two Pi,0,47
GW190728_064510-v1,H1,Catalan’s Constant,123,1
GW190728_064510-v1,H1,Apéry’s Constant (zeta(3)),91,2
GW190728_064510-v1,H1,Golden Ratio Conjugate,28,3
GW190728_064510-v1,H1,Plastic Constant,19,4
GW190728_064510-v1,H1,Euler–Mascheroni Constant,17,5
GW190728_064510-v1,H1,Golden Ratio,16,6
GW190728_064510-v1,H1,Fine-Structure Constant,10,7
GW190728_064510-v1,H1,Proton Mass (kg),9,8
GW190728_064510-v1,H1,Planck Mass (kg),9,9
GW190728_064510-v1,H1,Planck Length (m),9,10
GW190728_064510-v1,H1,Planck Constant (J·s),9,11
GW190728_064510-v1,H1,Planck Charge (C),9,12
GW190728_064510-v1,H1,Reduced Planck Constant (J·s),9,13
GW190728_064510-v1,H1,Neutron Mass (kg),9,14
GW190728_064510-v1,H1,Muon Mass (kg),9,15
GW190728_064510-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),9,16
GW190728_064510-v1,H1,Absolute Zero (K),9,17
GW190728_064510-v1,H1,Critical Density (kg/m^3),9,18
GW190728_064510-v1,H1,Square Root of 2,9,19
GW190728_064510-v1,H1,Tau Mass (kg),9,20
GW190728_064510-v1,H1,Baryon-to-Photon Ratio,9,21
GW190728_064510-v1,H1,Boltzmann Constant (J/K),9,22
GW190728_064510-v1,H1,Planck Time (s),9,23
GW190728_064510-v1,H1,Electron Mass (kg),9,24
GW190728_064510-v1,H1,Elementary Charge (C),9,25
GW190728_064510-v1,H1,Square Root of 3,3,26
GW190728_064510-v1,H1,Pi,3,27
GW190728_064510-v1,H1,Square Root of 5,3,28
GW190728_064510-v1,H1,Feigenbaum Alpha,2,29
GW190728_064510-v1,H1,Phi Squared,1,30
GW190728_064510-v1,H1,Cosmic Microwave Background Temp (K),1,31
GW190728_064510-v1,H1,Euler’s Number,1,32
GW190728_064510-v1,H1,Feigenbaum Delta,1,33
GW190728_064510-v1,H1,Speed of Light (m/s),0,34
GW190728_064510-v1,H1,Solar Mass (kg),0,35
GW190728_064510-v1,H1,Solar Radius (m),0,36
GW190728_064510-v1,H1,Hubble Constant (km/s/Mpc),0,37
GW190728_064510-v1,H1,Planck Temperature (K),0,38
GW190728_064510-v1,H1,Parsec (m),0,39
GW190728_064510-v1,H1,Khinchin’s Constant,0,40
GW190728_064510-v1,H1,Gas Constant R (J/(mol·K)),0,41
GW190728_064510-v1,H1,Earth Radius (m),0,42
GW190728_064510-v1,H1,Earth Mass (kg),0,43
GW190728_064510-v1,H1,Coulomb Constant (N m^2 C^-2),0,44
GW190728_064510-v1,H1,Avogadro Constant (1/mol),0,45
GW190728_064510-v1,H1,Astronomical Unit (m),0,46
GW190728_064510-v1,H1,Two Pi,0,47
GW190728_064510-v1,L1,Golden Ratio Conjugate,77,1
GW190728_064510-v1,L1,Euler–Mascheroni Constant,74,2
GW190728_064510-v1,L1,Golden Ratio,73,3
GW190728_064510-v1,L1,Catalan’s Constant,53,4
GW190728_064510-v1,L1,Apéry’s Constant (zeta(3)),31,5
GW190728_064510-v1,L1,Plastic Constant,14,6
GW190728_064510-v1,L1,Absolute Zero (K),8,7
GW190728_064510-v1,L1,Fine-Structure Constant,8,8
GW190728_064510-v1,L1,Planck Length (m),8,9
GW190728_064510-v1,L1,Planck Constant (J·s),8,10
GW190728_064510-v1,L1,Planck Charge (C),8,11
GW190728_064510-v1,L1,Planck Time (s),8,12
GW190728_064510-v1,L1,Neutron Mass (kg),8,13
GW190728_064510-v1,L1,Muon Mass (kg),8,14
GW190728_064510-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),8,15
GW190728_064510-v1,L1,Proton Mass (kg),8,16
GW190728_064510-v1,L1,Reduced Planck Constant (J·s),8,17
GW190728_064510-v1,L1,Critical Density (kg/m^3),8,18
GW190728_064510-v1,L1,Square Root of 2,8,19
GW190728_064510-v1,L1,Tau Mass (kg),8,20
GW190728_064510-v1,L1,Baryon-to-Photon Ratio,8,21
GW190728_064510-v1,L1,Boltzmann Constant (J/K),8,22
GW190728_064510-v1,L1,Planck Mass (kg),8,23
GW190728_064510-v1,L1,Electron Mass (kg),8,24
GW190728_064510-v1,L1,Elementary Charge (C),8,25
GW190728_064510-v1,L1,Square Root of 3,2,26
GW190728_064510-v1,L1,Square Root of 5,2,27
GW190728_064510-v1,L1,Khinchin’s Constant,1,28
GW190728_064510-v1,L1,Feigenbaum Alpha,1,29
GW190728_064510-v1,L1,Phi Squared,1,30
GW190728_064510-v1,L1,Speed of Light (m/s),0,31
GW190728_064510-v1,L1,Solar Radius (m),0,32
GW190728_064510-v1,L1,Solar Mass (kg),0,33
GW190728_064510-v1,L1,Planck Temperature (K),0,34
GW190728_064510-v1,L1,Hubble Constant (km/s/Mpc),0,35
GW190728_064510-v1,L1,Pi,0,36
GW190728_064510-v1,L1,Parsec (m),0,37
GW190728_064510-v1,L1,Gas Constant R (J/(mol·K)),0,38
GW190728_064510-v1,L1,Feigenbaum Delta,0,39
GW190728_064510-v1,L1,Euler’s Number,0,40
GW190728_064510-v1,L1,Earth Radius (m),0,41
GW190728_064510-v1,L1,Earth Mass (kg),0,42
GW190728_064510-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW190728_064510-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW190728_064510-v1,L1,Avogadro Constant (1/mol),0,45
GW190728_064510-v1,L1,Astronomical Unit (m),0,46
