Event,Detector,Constant,Count,RankWithinEvent
GW151226-v1,H1,Proton Mass (kg),13,8
GW151226-v1,H1,Planck Time (s),13,9
GW151226-v1,H1,Muon Mass (kg),13,10
GW151226-v1,H1,Planck Charge (C),13,11
GW151226-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),13,12
GW151226-v1,H1,Planck Constant (J·s),13,13
GW151226-v1,H1,Planck Length (m),13,14
GW151226-v1,H1,Planck Mass (kg),13,15
GW151226-v1,H1,Reduced Planck Constant (J·s),13,16
GW151226-v1,H1,Neutron Mass (kg),13,17
GW151226-v1,H1,Absolute Zero (K),13,18
GW151226-v1,H1,Elementary Charge (C),13,19
GW151226-v1,H1,Electron Mass (kg),13,20
GW151226-v1,H1,Tau Mass (kg),13,21
GW151226-v1,H1,Critical Density (kg/m^3),13,22
GW151226-v1,H1,Boltzmann Constant (J/K),13,23
GW151226-v1,H1,Baryon-to-Photon Ratio,13,24
GW151226-v1,H1,Square Root of 2,9,25
GW151226-v1,H1,Square Root of 3,3,26
GW151226-v1,H1,Khinchin’s Constant,1,27
GW151226-v1,H1,Euler’s Number,1,28
GW151226-v1,H1,Cosmic Microwave Background Temp (K),1,29
GW151226-v1,H1,Phi Squared,1,30
GW151226-v1,H1,Pi,1,31
GW151226-v1,H1,Square Root of 5,0,32
GW151226-v1,H1,Solar Radius (m),0,33
GW151226-v1,H1,Speed of Light (m/s),0,34
GW151226-v1,H1,Solar Mass (kg),0,35
GW151226-v1,H1,Hubble Constant (km/s/Mpc),0,36
GW151226-v1,H1,Planck Temperature (K),0,37
GW151226-v1,H1,Parsec (m),0,38
GW151226-v1,H1,Gas Constant R (J/(mol·K)),0,39
GW151226-v1,H1,Feigenbaum Delta,0,40
GW151226-v1,H1,Feigenbaum Alpha,0,41
GW151226-v1,H1,Earth Radius (m),0,42
GW151226-v1,H1,Earth Mass (kg),0,43
GW151226-v1,H1,Coulomb Constant (N m^2 C^-2),0,44
GW151226-v1,H1,Avogadro Constant (1/mol),0,45
GW151226-v1,H1,Astronomical Unit (m),0,46
GW151226-v1,H1,Two Pi,0,47
GW151226-v1,L1,Catalan’s Constant,40,1
GW151226-v1,L1,Apéry’s Constant (zeta(3)),12,2
GW151226-v1,L1,Plastic Constant,6,3
GW151226-v1,L1,Absolute Zero (K),2,4
GW151226-v1,L1,Planck Charge (C),2,5
GW151226-v1,L1,Planck Length (m),2,6
GW151226-v1,L1,Planck Mass (kg),2,7
GW151226-v1,L1,Neutron Mass (kg),2,8
GW151226-v1,L1,Muon Mass (kg),2,9
GW151226-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),2,10
GW151226-v1,L1,Golden Ratio Conjugate,2,11
GW151226-v1,L1,Planck Time (s),2,12
GW151226-v1,L1,Fine-Structure Constant,2,13
GW151226-v1,L1,Proton Mass (kg),2,14
GW151226-v1,L1,Reduced Planck Constant (J·s),2,15
GW151226-v1,L1,Planck Constant (J·s),2,16
GW151226-v1,L1,Elementary Charge (C),2,17
GW151226-v1,L1,Electron Mass (kg),2,18
GW151226-v1,L1,Critical Density (kg/m^3),2,19
GW151226-v1,L1,Square Root of 2,2,20
GW151226-v1,L1,Square Root of 3,2,21
GW151226-v1,L1,Boltzmann Constant (J/K),2,22
GW151226-v1,L1,Baryon-to-Photon Ratio,2,23
GW151226-v1,L1,Tau Mass (kg),2,24
GW151226-v1,L1,Euler–Mascheroni Constant,1,25
GW151226-v1,L1,Square Root of 5,1,26
GW151226-v1,L1,Solar Radius (m),0,27
GW151226-v1,L1,Speed of Light (m/s),0,28
GW151226-v1,L1,Planck Temperature (K),0,29
GW151226-v1,L1,Solar Mass (kg),0,30
GW151226-v1,L1,Hubble Constant (km/s/Mpc),0,31
GW151226-v1,L1,Pi,0,32
GW151226-v1,L1,Phi Squared,0,33
GW151226-v1,L1,Parsec (m),0,34
GW151226-v1,L1,Khinchin’s Constant,0,35
GW151226-v1,L1,Golden Ratio,0,36
GW151226-v1,L1,Gas Constant R (J/(mol·K)),0,37
GW151226-v1,L1,Feigenbaum Delta,0,38
GW151226-v1,L1,Feigenbaum Alpha,0,39
GW151226-v1,L1,Euler’s Number,0,40
GW151226-v1,L1,Earth Radius (m),0,41
GW151226-v1,L1,Earth Mass (kg),0,42
GW151226-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW151226-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW151226-v1,L1,Avogadro Constant (1/mol),0,45
GW151226-v1,L1,Astronomical Unit (m),0,46
GW151226-v1,L1,Two Pi,0,47
GW151226-v2,H1,Golden Ratio Conjugate,103,1
GW151226-v2,H1,Catalan’s Constant,82,2
GW151226-v2,H1,Apéry’s Constant (zeta(3)),51,3
GW151226-v2,H1,Euler–Mascheroni Constant,45,4
GW151226-v2,H1,Golden Ratio,34,5
GW151226-v2,H1,Plastic Constant,17,6
GW151226-v2,H1,Fine-Structure Constant,14,7
GW151226-v2,H1,Proton Mass (kg),13,8
GW151226-v2,H1,Planck Time (s),13,9
GW151226-v2,H1,Muon Mass (kg),13,10
GW151226-v2,H1,Planck Charge (C),13,11
GW151226-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),13,12
GW151226-v2,H1,Planck Constant (J·s),13,13
GW151226-v2,H1,Planck Length (m),13,14
GW151226-v2,H1,Planck Mass (kg),13,15
GW151226-v2,H1,Reduced Planck Constant (J·s),13,16
GW151226-v2,H1,Neutron Mass (kg),13,17
GW151226-v2,H1,Absolute Zero (K),13,18
GW151226-v2,H1,Elementary Charge (C),13,19
GW151226-v2,H1,Electron Mass (kg),13,20
GW151226-v2,H1,Tau Mass (kg),13,21
GW151226-v2,H1,Critical Density (kg/m^3),13,22
GW151226-v2,H1,Boltzmann Constant (J/K),13,23
GW151226-v2,H1,Baryon-to-Photon Ratio,13,24
GW151226-v2,H1,Square Root of 2,9,25
GW151226-v2,H1,Square Root of 3,3,26
GW151226-v2,H1,Khinchin’s Constant,1,27
GW151226-v2,H1,Euler’s Number,1,28
GW151226-v2,H1,Cosmic Microwave Background Temp (K),1,29
GW151226-v2,H1,Phi Squared,1,30
GW151226-v2,H1,Pi,1,31
GW151226-v2,H1,Square Root of 5,0,32
GW151226-v2,H1,Solar Radius (m),0,33
GW151226-v2,H1,Speed of Light (m/s),0,34
GW151226-v2,H1,Solar Mass (kg),0,35
GW151226-v2,H1,Hubble Constant (km/s/Mpc),0,36
GW151226-v2,H1,Planck Temperature (K),0,37
GW151226-v2,H1,Parsec (m),0,38
GW151226-v2,H1,Gas Constant R (J/(mol·K)),0,39
GW151226-v2,H1,Feigenbaum Delta,0,40
GW151226-v2,H1,Feigenbaum Alpha,0,41
GW151226-v2,H1,Earth Radius (m),0,42
GW151226-v2,H1,Earth Mass (kg),0,43
GW151226-v2,H1,Coulomb Constant (N m^2 C^-2),0,44
GW151226-v2,H1,Avogadro Constant (1/mol),0,45
GW151226-v2,H1,Astronomical Unit (m),0,46
GW151226-v2,H1,Two Pi,0,47
GW151226-v2,L1,Catalan’s Constant,40,1
GW151226-v2,L1,Apéry’s Constant (zeta(3)),12,2
GW151226-v2,L1,Plastic Constant,6,3
GW151226-v2,L1,Absolute Zero (K),2,4
GW151226-v2,L1,Planck Charge (C),2,5
GW151226-v2,L1,Planck Length (m),2,6
GW151226-v2,L1,Planck Mass (kg),2,7
GW151226-v2,L1,Neutron Mass (kg),2,8
GW151226-v2,L1,Muon Mass (kg),2,9
GW151226-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),2,10
GW151226-v2,L1,Golden Ratio Conjugate,2,11
GW151226-v2,L1,Planck Time (s),2,12
GW151226-v2,L1,Fine-Structure Constant,2,13
GW151226-v2,L1,Proton Mass (kg),2,14
GW151226-v2,L1,Reduced Planck Constant (J·s),2,15
GW151226-v2,L1,Planck Constant (J·s),2,16
GW151226-v2,L1,Elementary Charge (C),2,17
GW151226-v2,L1,Electron Mass (kg),2,18
GW151226-v2,L1,Critical Density (kg/m^3),2,19
GW151226-v2,L1,Square Root of 2,2,20
GW151226-v2,L1,Square Root of 3,2,21
GW151226-v2,L1,Boltzmann Constant (J/K),2,22
GW151226-v2,L1,Baryon-to-Photon Ratio,2,23
GW151226-v2,L1,Tau Mass (kg),2,24
GW151226-v2,L1,Euler–Mascheroni Constant,1,25
GW151226-v2,L1,Square Root of 5,1,26
GW151226-v2,L1,Solar Radius (m),0,27
GW151226-v2,L1,Speed of Light (m/s),0,28
GW151226-v2,L1,Planck Temperature (K),0,29
GW151226-v2,L1,Solar Mass (kg),0,30
GW151226-v2,L1,Hubble Constant (km/s/Mpc),0,31
GW151226-v2,L1,Pi,0,32
GW151226-v2,L1,Phi Squared,0,33
GW151226-v2,L1,Parsec (m),0,34
GW151226-v2,L1,Khinchin’s Constant,0,35
GW151226-v2,L1,Golden Ratio,0,36
GW151226-v2,L1,Gas Constant R (J/(mol·K)),0,37
GW151226-v2,L1,Feigenbaum Delta,0,38
GW151226-v2,L1,Feigenbaum Alpha,0,39
GW151226-v2,L1,Euler’s Number,0,40
GW151226-v2,L1,Earth Radius (m),0,41
GW151226-v2,L1,Earth Mass (kg),0,42
GW151226-v2,L1,Coulomb Constant (N m^2 C^-2),0,43
GW151226-v2,L1,Cosmic Microwave Background Temp (K),0,44
GW151226-v2,L1,Avogadro Constant (1/mol),0,45
GW151226-v2,L1,Astronomical Unit (m),0,46
GW151226-v2,L1,Two Pi,0,47
GW170104-v1,H1,Catalan’s Constant,67,1
GW170104-v1,H1,Apéry’s Constant (zeta(3)),24,2
GW170104-v1,H1,Golden Ratio Conjugate,9,3
GW170104-v1,H1,Euler–Mascheroni Constant,9,4
GW170104-v1,H1,Absolute Zero (K),8,5
GW170104-v1,H1,Planck Constant (J·s),8,6
GW170104-v1,H1,Planck Length (m),8,7
GW170104-v1,H1,Planck Mass (kg),8,8
GW170104-v1,H1,Neutron Mass (kg),8,9
GW170104-v1,H1,Muon Mass (kg),8,10
GW170104-v1,H1,Planck Time (s),8,11
GW170104-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),8,12
GW170104-v1,H1,Fine-Structure Constant,8,13
GW170104-v1,H1,Proton Mass (kg),8,14
GW170104-v1,H1,Reduced Planck Constant (J·s),8,15
GW170104-v1,H1,Planck Charge (C),8,16
GW170104-v1,H1,Elementary Charge (C),8,17
GW170104-v1,H1,Electron Mass (kg),8,18
GW170104-v1,H1,Critical Density (kg/m^3),8,19
GW170104-v1,H1,Boltzmann Constant (J/K),8,20
GW170104-v1,H1,Baryon-to-Photon Ratio,8,21
GW170104-v1,H1,Tau Mass (kg),8,22
GW170104-v1,H1,Plastic Constant,6,23
GW170104-v1,H1,Golden Ratio,6,24
GW170104-v1,H1,Square Root of 2,3,25
GW170104-v1,H1,Square Root of 3,2,26
GW170104-v1,H1,Solar Radius (m),0,27
GW170104-v1,H1,Speed of Light (m/s),0,28
GW170104-v1,H1,Planck Temperature (K),0,29
GW170104-v1,H1,Square Root of 5,0,30
GW170104-v1,H1,Solar Mass (kg),0,31
GW170104-v1,H1,Hubble Constant (km/s/Mpc),0,32
GW170104-v1,H1,Pi,0,33
GW170104-v1,H1,Phi Squared,0,34
GW170104-v1,H1,Parsec (m),0,35
GW170104-v1,H1,Khinchin’s Constant,0,36
GW170104-v1,H1,Gas Constant R (J/(mol·K)),0,37
GW170104-v1,H1,Feigenbaum Delta,0,38
GW170104-v1,H1,Feigenbaum Alpha,0,39
GW170104-v1,H1,Euler’s Number,0,40
GW170104-v1,H1,Earth Radius (m),0,41
GW170104-v1,H1,Earth Mass (kg),0,42
GW170104-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
GW170104-v1,H1,Cosmic Microwave Background Temp (K),0,44
GW170104-v1,H1,Avogadro Constant (1/mol),0,45
GW170104-v1,H1,Astronomical Unit (m),0,46
GW170104-v1,H1,Two Pi,0,47
GW170104-v1,L1,Golden Ratio Conjugate,24,1
GW170104-v1,L1,Euler–Mascheroni Constant,24,2
GW170104-v1,L1,Golden Ratio,22,3
GW170104-v1,L1,Apéry’s Constant (zeta(3)),8,4
GW170104-v1,L1,Plastic Constant,2,5
GW170104-v1,L1,Absolute Zero (K),0,6
GW170104-v1,L1,Planck Temperature (K),0,7
GW170104-v1,L1,Phi Squared,0,8
GW170104-v1,L1,Pi,0,9
GW170104-v1,L1,Planck Charge (C),0,10
GW170104-v1,L1,Planck Constant (J·s),0,11
GW170104-v1,L1,Planck Length (m),0,12
GW170104-v1,L1,Planck Mass (kg),0,13
GW170104-v1,L1,Planck Time (s),0,14
GW170104-v1,L1,Neutron Mass (kg),0,15
GW170104-v1,L1,Proton Mass (kg),0,16
GW170104-v1,L1,Reduced Planck Constant (J·s),0,17
GW170104-v1,L1,Solar Mass (kg),0,18
GW170104-v1,L1,Solar Radius (m),0,19
GW170104-v1,L1,Speed of Light (m/s),0,20
GW170104-v1,L1,Square Root of 2,0,21
GW170104-v1,L1,Square Root of 3,0,22
GW170104-v1,L1,Square Root of 5,0,23
GW170104-v1,L1,Tau Mass (kg),0,24
GW170104-v1,L1,Parsec (m),0,25
GW170104-v1,L1,Hubble Constant (km/s/Mpc),0,26
GW170104-v1,L1,Muon Mass (kg),0,27
GW170104-v1,L1,Earth Mass (kg),0,28
GW170104-v1,L1,Astronomical Unit (m),0,29
GW170104-v1,L1,Avogadro Constant (1/mol),0,30
GW170104-v1,L1,Baryon-to-Photon Ratio,0,31
GW170104-v1,L1,Boltzmann Constant (J/K),0,32
GW170104-v1,L1,Catalan’s Constant,0,33
GW170104-v1,L1,Cosmic Microwave Background Temp (K),0,34
GW170104-v1,L1,Coulomb Constant (N m^2 C^-2),0,35
GW170104-v1,L1,Critical Density (kg/m^3),0,36
GW170104-v1,L1,Earth Radius (m),0,37
GW170104-v1,L1,Khinchin’s Constant,0,38
GW170104-v1,L1,Electron Mass (kg),0,39
GW170104-v1,L1,Elementary Charge (C),0,40
GW170104-v1,L1,Euler’s Number,0,41
GW170104-v1,L1,Feigenbaum Alpha,0,42
GW170104-v1,L1,Feigenbaum Delta,0,43
GW170104-v1,L1,Fine-Structure Constant,0,44
GW170104-v1,L1,Gas Constant R (J/(mol·K)),0,45
GW170104-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),0,46
GW170104-v1,L1,Two Pi,0,47
GW170104-v2,H1,Catalan’s Constant,67,1
GW170104-v2,H1,Apéry’s Constant (zeta(3)),24,2
GW170104-v2,H1,Golden Ratio Conjugate,9,3
GW170104-v2,H1,Euler–Mascheroni Constant,9,4
GW170104-v2,H1,Absolute Zero (K),8,5
GW170104-v2,H1,Planck Constant (J·s),8,6
GW170104-v2,H1,Planck Length (m),8,7
GW170104-v2,H1,Planck Mass (kg),8,8
GW170104-v2,H1,Neutron Mass (kg),8,9
GW170104-v2,H1,Muon Mass (kg),8,10
GW170104-v2,H1,Planck Time (s),8,11
GW170104-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),8,12
GW170104-v2,H1,Fine-Structure Constant,8,13
GW170104-v2,H1,Proton Mass (kg),8,14
GW170104-v2,H1,Reduced Planck Constant (J·s),8,15
GW170104-v2,H1,Planck Charge (C),8,16
GW170104-v2,H1,Elementary Charge (C),8,17
GW170104-v2,H1,Electron Mass (kg),8,18
GW170104-v2,H1,Critical Density (kg/m^3),8,19
GW170104-v2,H1,Boltzmann Constant (J/K),8,20
GW170104-v2,H1,Baryon-to-Photon Ratio,8,21
GW170104-v2,H1,Tau Mass (kg),8,22
GW170104-v2,H1,Plastic Constant,6,23
GW170104-v2,H1,Golden Ratio,6,24
GW170104-v2,H1,Square Root of 2,3,25
GW170104-v2,H1,Square Root of 3,2,26
GW170104-v2,H1,Solar Radius (m),0,27
GW170104-v2,H1,Speed of Light (m/s),0,28
GW170104-v2,H1,Planck Temperature (K),0,29
GW170104-v2,H1,Square Root of 5,0,30
GW170104-v2,H1,Solar Mass (kg),0,31
GW170104-v2,H1,Hubble Constant (km/s/Mpc),0,32
GW170104-v2,H1,Pi,0,33
GW170104-v2,H1,Phi Squared,0,34
GW170104-v2,H1,Parsec (m),0,35
GW170104-v2,H1,Khinchin’s Constant,0,36
GW170104-v2,H1,Gas Constant R (J/(mol·K)),0,37
GW170104-v2,H1,Feigenbaum Delta,0,38
GW170104-v2,H1,Feigenbaum Alpha,0,39
GW170104-v2,H1,Euler’s Number,0,40
GW170104-v2,H1,Earth Radius (m),0,41
GW170104-v2,H1,Earth Mass (kg),0,42
GW170104-v2,H1,Coulomb Constant (N m^2 C^-2),0,43
GW170104-v2,H1,Cosmic Microwave Background Temp (K),0,44
GW170104-v2,H1,Avogadro Constant (1/mol),0,45
GW170104-v2,H1,Astronomical Unit (m),0,46
GW170104-v2,H1,Two Pi,0,47
GW170104-v2,L1,Golden Ratio Conjugate,24,1
GW170104-v2,L1,Euler–Mascheroni Constant,24,2
GW170104-v2,L1,Golden Ratio,22,3
GW170104-v2,L1,Apéry’s Constant (zeta(3)),8,4
GW170104-v2,L1,Plastic Constant,2,5
GW170104-v2,L1,Absolute Zero (K),0,6
GW170104-v2,L1,Planck Temperature (K),0,7
GW170104-v2,L1,Phi Squared,0,8
GW170104-v2,L1,Pi,0,9
GW170104-v2,L1,Planck Charge (C),0,10
GW170104-v2,L1,Planck Constant (J·s),0,11
GW170104-v2,L1,Planck Length (m),0,12
GW170104-v2,L1,Planck Mass (kg),0,13
GW170104-v2,L1,Planck Time (s),0,14
GW170104-v2,L1,Neutron Mass (kg),0,15
GW170104-v2,L1,Proton Mass (kg),0,16
GW170104-v2,L1,Reduced Planck Constant (J·s),0,17
GW170104-v2,L1,Solar Mass (kg),0,18
GW170104-v2,L1,Solar Radius (m),0,19
GW170104-v2,L1,Speed of Light (m/s),0,20
GW170104-v2,L1,Square Root of 2,0,21
GW170104-v2,L1,Square Root of 3,0,22
GW170104-v2,L1,Square Root of 5,0,23
GW170104-v2,L1,Tau Mass (kg),0,24
GW170104-v2,L1,Parsec (m),0,25
GW170104-v2,L1,Hubble Constant (km/s/Mpc),0,26
GW170104-v2,L1,Muon Mass (kg),0,27
GW170104-v2,L1,Earth Mass (kg),0,28
GW170104-v2,L1,Astronomical Unit (m),0,29
GW170104-v2,L1,Avogadro Constant (1/mol),0,30
GW170104-v2,L1,Baryon-to-Photon Ratio,0,31
GW170104-v2,L1,Boltzmann Constant (J/K),0,32
GW170104-v2,L1,Catalan’s Constant,0,33
GW170104-v2,L1,Cosmic Microwave Background Temp (K),0,34
GW170104-v2,L1,Coulomb Constant (N m^2 C^-2),0,35
GW170104-v2,L1,Critical Density (kg/m^3),0,36
GW170104-v2,L1,Earth Radius (m),0,37
GW170104-v2,L1,Khinchin’s Constant,0,38
GW170104-v2,L1,Electron Mass (kg),0,39
GW170104-v2,L1,Elementary Charge (C),0,40
GW170104-v2,L1,Euler’s Number,0,41
GW170104-v2,L1,Feigenbaum Alpha,0,42
GW170104-v2,L1,Feigenbaum Delta,0,43
GW170104-v2,L1,Fine-Structure Constant,0,44
GW170104-v2,L1,Gas Constant R (J/(mol·K)),0,45
GW170104-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),0,46
GW170104-v2,L1,Two Pi,0,47
GW170608-v1,H1,Catalan’s Constant,69,1
GW170608-v1,H1,Golden Ratio Conjugate,47,2
GW170608-v1,H1,Apéry’s Constant (zeta(3)),46,3
GW170608-v1,H1,Euler–Mascheroni Constant,41,4
GW170608-v1,H1,Golden Ratio,38,5
GW170608-v1,H1,Absolute Zero (K),14,6
GW170608-v1,H1,Reduced Planck Constant (J·s),14,7
GW170608-v1,H1,Planck Length (m),14,8
GW170608-v1,H1,Planck Constant (J·s),14,9
GW170608-v1,H1,Planck Charge (C),14,10
GW170608-v1,H1,Planck Time (s),14,11
GW170608-v1,H1,Neutron Mass (kg),14,12
GW170608-v1,H1,Muon Mass (kg),14,13
GW170608-v1,H1,Proton Mass (kg),14,14
GW170608-v1,H1,Gravitational Constant (m^3 kg^-1 s^-2),14,15
GW170608-v1,H1,Planck Mass (kg),14,16
GW170608-v1,H1,Tau Mass (kg),14,17
GW170608-v1,H1,Elementary Charge (C),14,18
GW170608-v1,H1,Electron Mass (kg),14,19
GW170608-v1,H1,Baryon-to-Photon Ratio,14,20
GW170608-v1,H1,Boltzmann Constant (J/K),14,21
GW170608-v1,H1,Critical Density (kg/m^3),14,22
GW170608-v1,H1,Fine-Structure Constant,13,23
GW170608-v1,H1,Plastic Constant,7,24
GW170608-v1,H1,Square Root of 2,2,25
GW170608-v1,H1,Feigenbaum Delta,2,26
GW170608-v1,H1,Square Root of 3,1,27
GW170608-v1,H1,Pi,1,28
GW170608-v1,H1,Square Root of 5,1,29
GW170608-v1,H1,Feigenbaum Alpha,1,30
GW170608-v1,H1,Planck Temperature (K),0,31
GW170608-v1,H1,Speed of Light (m/s),0,32
GW170608-v1,H1,Solar Radius (m),0,33
GW170608-v1,H1,Solar Mass (kg),0,34
GW170608-v1,H1,Hubble Constant (km/s/Mpc),0,35
GW170608-v1,H1,Phi Squared,0,36
GW170608-v1,H1,Parsec (m),0,37
GW170608-v1,H1,Khinchin’s Constant,0,38
GW170608-v1,H1,Gas Constant R (J/(mol·K)),0,39
GW170608-v1,H1,Euler’s Number,0,40
GW170608-v1,H1,Earth Radius (m),0,41
GW170608-v1,H1,Earth Mass (kg),0,42
GW170608-v1,H1,Coulomb Constant (N m^2 C^-2),0,43
GW170608-v1,H1,Cosmic Microwave Background Temp (K),0,44
GW170608-v1,H1,Avogadro Constant (1/mol),0,45
GW170608-v1,H1,Astronomical Unit (m),0,46
GW170608-v1,H1,Two Pi,0,47
GW170608-v1,L1,Golden Ratio Conjugate,44,1
GW170608-v1,L1,Catalan’s Constant,42,2
GW170608-v1,L1,Euler–Mascheroni Constant,17,3
GW170608-v1,L1,Golden Ratio,14,4
GW170608-v1,L1,Plastic Constant,9,5
GW170608-v1,L1,Apéry’s Constant (zeta(3)),8,6
GW170608-v1,L1,Phi Squared,7,7
GW170608-v1,L1,Khinchin’s Constant,7,8
GW170608-v1,L1,Absolute Zero (K),4,9
GW170608-v1,L1,Proton Mass (kg),4,10
GW170608-v1,L1,Planck Constant (J·s),4,11
GW170608-v1,L1,Planck Charge (C),4,12
GW170608-v1,L1,Planck Time (s),4,13
GW170608-v1,L1,Neutron Mass (kg),4,14
GW170608-v1,L1,Muon Mass (kg),4,15
GW170608-v1,L1,Gravitational Constant (m^3 kg^-1 s^-2),4,16
GW170608-v1,L1,Reduced Planck Constant (J·s),4,17
GW170608-v1,L1,Planck Mass (kg),4,18
GW170608-v1,L1,Elementary Charge (C),4,19
GW170608-v1,L1,Electron Mass (kg),4,20
GW170608-v1,L1,Critical Density (kg/m^3),4,21
GW170608-v1,L1,Boltzmann Constant (J/K),4,22
GW170608-v1,L1,Baryon-to-Photon Ratio,4,23
GW170608-v1,L1,Tau Mass (kg),4,24
GW170608-v1,L1,Planck Length (m),4,25
GW170608-v1,L1,Fine-Structure Constant,3,26
GW170608-v1,L1,Square Root of 2,1,27
GW170608-v1,L1,Square Root of 3,1,28
GW170608-v1,L1,Solar Mass (kg),0,29
GW170608-v1,L1,Solar Radius (m),0,30
GW170608-v1,L1,Speed of Light (m/s),0,31
GW170608-v1,L1,Planck Temperature (K),0,32
GW170608-v1,L1,Square Root of 5,0,33
GW170608-v1,L1,Hubble Constant (km/s/Mpc),0,34
GW170608-v1,L1,Pi,0,35
GW170608-v1,L1,Parsec (m),0,36
GW170608-v1,L1,Gas Constant R (J/(mol·K)),0,37
GW170608-v1,L1,Feigenbaum Delta,0,38
GW170608-v1,L1,Feigenbaum Alpha,0,39
GW170608-v1,L1,Euler’s Number,0,40
GW170608-v1,L1,Earth Radius (m),0,41
GW170608-v1,L1,Earth Mass (kg),0,42
GW170608-v1,L1,Coulomb Constant (N m^2 C^-2),0,43
GW170608-v1,L1,Cosmic Microwave Background Temp (K),0,44
GW170608-v1,L1,Avogadro Constant (1/mol),0,45
GW170608-v1,L1,Astronomical Unit (m),0,46
GW170608-v1,L1,Two Pi,0,47
GW170608-v2,H1,Catalan’s Constant,69,1
GW170608-v2,H1,Golden Ratio Conjugate,47,2
GW170608-v2,H1,Apéry’s Constant (zeta(3)),46,3
GW170608-v2,H1,Euler–Mascheroni Constant,41,4
GW170608-v2,H1,Golden Ratio,38,5
GW170608-v2,H1,Absolute Zero (K),14,6
GW170608-v2,H1,Reduced Planck Constant (J·s),14,7
GW170608-v2,H1,Planck Length (m),14,8
GW170608-v2,H1,Planck Constant (J·s),14,9
GW170608-v2,H1,Planck Charge (C),14,10
GW170608-v2,H1,Planck Time (s),14,11
GW170608-v2,H1,Neutron Mass (kg),14,12
GW170608-v2,H1,Muon Mass (kg),14,13
GW170608-v2,H1,Proton Mass (kg),14,14
GW170608-v2,H1,Gravitational Constant (m^3 kg^-1 s^-2),14,15
GW170608-v2,H1,Planck Mass (kg),14,16
GW170608-v2,H1,Tau Mass (kg),14,17
GW170608-v2,H1,Elementary Charge (C),14,18
GW170608-v2,H1,Electron Mass (kg),14,19
GW170608-v2,H1,Baryon-to-Photon Ratio,14,20
GW170608-v2,H1,Boltzmann Constant (J/K),14,21
GW170608-v2,H1,Critical Density (kg/m^3),14,22
GW170608-v2,H1,Fine-Structure Constant,13,23
GW170608-v2,H1,Plastic Constant,7,24
GW170608-v2,H1,Square Root of 2,2,25
GW170608-v2,H1,Feigenbaum Delta,2,26
GW170608-v2,H1,Square Root of 3,1,27
GW170608-v2,H1,Pi,1,28
GW170608-v2,H1,Square Root of 5,1,29
GW170608-v2,H1,Feigenbaum Alpha,1,30
GW170608-v2,H1,Planck Temperature (K),0,31
GW170608-v2,H1,Speed of Light (m/s),0,32
GW170608-v2,H1,Solar Radius (m),0,33
GW170608-v2,H1,Solar Mass (kg),0,34
GW170608-v2,H1,Hubble Constant (km/s/Mpc),0,35
GW170608-v2,H1,Phi Squared,0,36
GW170608-v2,H1,Parsec (m),0,37
GW170608-v2,H1,Khinchin’s Constant,0,38
GW170608-v2,H1,Gas Constant R (J/(mol·K)),0,39
GW170608-v2,H1,Euler’s Number,0,40
GW170608-v2,H1,Earth Radius (m),0,41
GW170608-v2,H1,Earth Mass (kg),0,42
GW170608-v2,H1,Coulomb Constant (N m^2 C^-2),0,43
GW170608-v2,H1,Cosmic Microwave Background Temp (K),0,44
GW170608-v2,H1,Avogadro Constant (1/mol),0,45
GW170608-v2,H1,Astronomical Unit (m),0,46
GW170608-v2,H1,Two Pi,0,47
GW170608-v2,L1,Golden Ratio Conjugate,44,1
GW170608-v2,L1,Catalan’s Constant,42,2
GW170608-v2,L1,Euler–Mascheroni Constant,17,3
GW170608-v2,L1,Golden Ratio,14,4
GW170608-v2,L1,Plastic Constant,9,5
GW170608-v2,L1,Apéry’s Constant (zeta(3)),8,6
GW170608-v2,L1,Phi Squared,7,7
GW170608-v2,L1,Khinchin’s Constant,7,8
GW170608-v2,L1,Absolute Zero (K),4,9
GW170608-v2,L1,Proton Mass (kg),4,10
GW170608-v2,L1,Planck Constant (J·s),4,11
GW170608-v2,L1,Planck Charge (C),4,12
GW170608-v2,L1,Planck Time (s),4,13
GW170608-v2,L1,Neutron Mass (kg),4,14
GW170608-v2,L1,Muon Mass (kg),4,15
GW170608-v2,L1,Gravitational Constant (m^3 kg^-1 s^-2),4,16
GW170608-v2,L1,Reduced Planck Constant (J·s),4,17
GW170608-v2,L1,Planck Mass (kg),4,18
GW170608-v2,L1,Elementary Charge (C),4,19
GW170608-v2,L1,Electron Mass (kg),4,20
GW170608-v2,L1,Critical Density (kg/m^3),4,21
GW170608-v2,L1,Boltzmann Constant (J/K),4,22
GW170608-v2,L1,Baryon-to-Photon Ratio,4,23
GW170608-v2,L1,Tau Mass (kg),4,24
